ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
97	Water5.jpg	1	n	2.632414	labor4	2015-01-29_14.29.44.078000
97	Water1.jpg	1	n	1.483333	labor4	2015-01-29_14.29.44.078000
97	Water8.jpg	1	n	0.541578	labor4	2015-01-29_14.29.44.078000
97	Water6.jpg	1	n	1.073454	labor4	2015-01-29_14.29.44.078000
97	Water2.jpg	1	n	0.905408	labor4	2015-01-29_14.29.44.078000
97	Water7.jpg	1	n	1.037045	labor4	2015-01-29_14.29.44.078000
97	Water3.jpg	1	n	0.933602	labor4	2015-01-29_14.29.44.078000
97	Water4.jpg	1	n	0.690016	labor4	2015-01-29_14.29.44.078000
97	Aero04.jpg	2	n	1.532615	labor4	2015-01-29_14.29.44.078000
97	Aero01.jpg	2	n	1.016053	labor4	2015-01-29_14.29.44.078000
97	Aero03.jpg	2	n	1.194875	labor4	2015-01-29_14.29.44.078000
97	Aero02.jpg	2	n	0.718527	labor4	2015-01-29_14.29.44.078000
97	Aero07.jpg	2	n	3.506647	labor4	2015-01-29_14.29.44.078000
97	Aero06.jpg	2	n	0.744900	labor4	2015-01-29_14.29.44.078000
97	Aero08.jpg	2	n	0.465874	labor4	2015-01-29_14.29.44.078000
97	Aero05.jpg	2	n	1.219712	labor4	2015-01-29_14.29.44.078000
