ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
66	Water6.jpg	1	n	14.961631	labor4	2015-01-28_11.43.14.281000
66	Water2.jpg	1	n	1.811380	labor4	2015-01-28_11.43.14.281000
66	Water3.jpg	1	n	0.504834	labor4	2015-01-28_11.43.14.281000
66	Water1.jpg	1	n	1.459770	labor4	2015-01-28_11.43.14.281000
66	Water5.jpg	1	n	0.775982	labor4	2015-01-28_11.43.14.281000
66	Water7.jpg	1	n	0.675210	labor4	2015-01-28_11.43.14.281000
66	Water4.jpg	1	n	0.876922	labor4	2015-01-28_11.43.14.281000
66	Water8.jpg	1	n	0.474172	labor4	2015-01-28_11.43.14.281000
66	Aero04.jpg	2	n	2.117542	labor4	2015-01-28_11.43.14.281000
66	Aero05.jpg	2	n	1.122658	labor4	2015-01-28_11.43.14.281000
66	Aero06.jpg	2	n	0.323961	labor4	2015-01-28_11.43.14.281000
66	Aero07.jpg	2	n	0.724295	labor4	2015-01-28_11.43.14.281000
66	Aero01.jpg	2	n	0.686567	labor4	2015-01-28_11.43.14.281000
66	Aero02.jpg	2	n	0.505976	labor4	2015-01-28_11.43.14.281000
66	Aero03.jpg	2	n	0.737885	labor4	2015-01-28_11.43.14.281000
66	Aero08.jpg	2	n	0.698714	labor4	2015-01-28_11.43.14.281000
