ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
44	Water6.jpg	1	n	5.672852	labor4	2015-01-22_15.49.04.992000
44	Water2.jpg	1	n	1.406037	labor4	2015-01-22_15.49.04.992000
44	Water1.jpg	1	n	1.669366	labor4	2015-01-22_15.49.04.992000
44	Water4.jpg	1	n	1.182679	labor4	2015-01-22_15.49.04.992000
44	Water8.jpg	1	n	0.691542	labor4	2015-01-22_15.49.04.992000
44	Water5.jpg	1	n	0.746306	labor4	2015-01-22_15.49.04.992000
44	Water7.jpg	1	n	0.584015	labor4	2015-01-22_15.49.04.992000
44	Water3.jpg	1	n	1.198848	labor4	2015-01-22_15.49.04.992000
44	Aero01.jpg	2	n	2.239408	labor4	2015-01-22_15.49.04.992000
44	Aero02.jpg	2	n	0.632688	labor4	2015-01-22_15.49.04.992000
44	Aero04.jpg	2	n	0.482263	labor4	2015-01-22_15.49.04.992000
44	Aero07.jpg	2	n	0.424407	labor4	2015-01-22_15.49.04.992000
44	Aero05.jpg	2	n	0.870872	labor4	2015-01-22_15.49.04.992000
44	Aero06.jpg	2	n	0.784832	labor4	2015-01-22_15.49.04.992000
44	Aero03.jpg	2	n	0.593564	labor4	2015-01-22_15.49.04.992000
44	Aero08.jpg	2	n	0.594963	labor4	2015-01-22_15.49.04.992000
