ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
121	Water5.jpg	1	n	3.327432	labor5	2015-02-02_13.44.57.813000
121	Water3.jpg	1	n	2.124632	labor5	2015-02-02_13.44.57.813000
121	Water8.jpg	1	n	1.802098	labor5	2015-02-02_13.44.57.813000
121	Water4.jpg	1	n	1.224560	labor5	2015-02-02_13.44.57.813000
121	Water2.jpg	1	n	0.953178	labor5	2015-02-02_13.44.57.813000
121	Water6.jpg	1	n	1.053551	labor5	2015-02-02_13.44.57.813000
121	Water1.jpg	1	n	1.002857	labor5	2015-02-02_13.44.57.813000
121	Water7.jpg	1	n	1.089375	labor5	2015-02-02_13.44.57.813000
121	Aero08.jpg	2	n	2.001133	labor5	2015-02-02_13.44.57.813000
121	Aero01.jpg	2	n	1.710638	labor5	2015-02-02_13.44.57.813000
121	Aero06.jpg	2	n	1.157483	labor5	2015-02-02_13.44.57.813000
121	Aero04.jpg	2	n	1.319572	labor5	2015-02-02_13.44.57.813000
121	Aero02.jpg	2	n	0.801262	labor5	2015-02-02_13.44.57.813000
121	Aero03.jpg	2	n	0.995094	labor5	2015-02-02_13.44.57.813000
121	Aero05.jpg	2	n	1.253689	labor5	2015-02-02_13.44.57.813000
121	Aero07.jpg	2	n	0.902119	labor5	2015-02-02_13.44.57.813000
