ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
130	Water2.jpg	1	n	6.350403	labor5	2015-02-04_11.27.34.604000
130	Water4.jpg	1	n	2.509027	labor5	2015-02-04_11.27.34.604000
130	Water6.jpg	1	n	1.143850	labor5	2015-02-04_11.27.34.604000
130	Water5.jpg	1	n	0.730578	labor5	2015-02-04_11.27.34.604000
130	Water8.jpg	1	n	1.222817	labor5	2015-02-04_11.27.34.604000
130	Water1.jpg	1	n	1.083291	labor5	2015-02-04_11.27.34.604000
130	Water7.jpg	1	n	0.550795	labor5	2015-02-04_11.27.34.604000
130	Water3.jpg	1	n	0.670747	labor5	2015-02-04_11.27.34.604000
130	Aero01.jpg	2	n	2.502878	labor5	2015-02-04_11.27.34.604000
130	Aero06.jpg	2	n	0.498837	labor5	2015-02-04_11.27.34.604000
130	Aero03.jpg	2	n	0.253468	labor5	2015-02-04_11.27.34.604000
130	Aero04.jpg	2	n	0.291183	labor5	2015-02-04_11.27.34.604000
130	Aero02.jpg	2	n	0.384658	labor5	2015-02-04_11.27.34.604000
130	Aero05.jpg	2	n	0.218967	labor5	2015-02-04_11.27.34.604000
130	Aero07.jpg	2	n	0.652075	labor5	2015-02-04_11.27.34.604000
130	Aero08.jpg	2	n	0.428452	labor5	2015-02-04_11.27.34.604000
