ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
91	Water6.jpg	1	n	4.092893	labor5	2015-01-29_13.16.51.124000
91	Water1.jpg	1	n	0.997750	labor5	2015-01-29_13.16.51.124000
91	Water5.jpg	1	n	0.545108	labor5	2015-01-29_13.16.51.124000
91	Water8.jpg	1	n	0.503527	labor5	2015-01-29_13.16.51.124000
91	Water7.jpg	1	n	0.327644	labor5	2015-01-29_13.16.51.124000
91	Water4.jpg	1	n	0.355987	labor5	2015-01-29_13.16.51.124000
91	Water3.jpg	1	n	0.360794	labor5	2015-01-29_13.16.51.124000
91	Water2.jpg	1	n	0.415039	labor5	2015-01-29_13.16.51.124000
91	Aero04.jpg	2	n	3.089801	labor5	2015-01-29_13.16.51.124000
91	Aero01.jpg	2	n	0.744506	labor5	2015-01-29_13.16.51.124000
91	Aero05.jpg	2	n	0.344228	labor5	2015-01-29_13.16.51.124000
91	Aero03.jpg	2	n	0.774965	labor5	2015-01-29_13.16.51.124000
91	Aero02.jpg	2	n	0.301469	labor5	2015-01-29_13.16.51.124000
91	Aero06.jpg	2	n	0.271943	labor5	2015-01-29_13.16.51.124000
91	Aero08.jpg	2	n	0.266545	labor5	2015-01-29_13.16.51.124000
91	Aero07.jpg	2	n	0.570696	labor5	2015-01-29_13.16.51.124000
