ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
45	Water4.jpg	1	n	3.694014	labor4	2015-01-23_11.43.40.874000
45	Water8.jpg	1	n	1.303418	labor4	2015-01-23_11.43.40.874000
45	Water3.jpg	1	n	1.552908	labor4	2015-01-23_11.43.40.874000
45	Water7.jpg	1	n	1.160315	labor4	2015-01-23_11.43.40.874000
45	Water1.jpg	1	n	1.076135	labor4	2015-01-23_11.43.40.874000
45	Water6.jpg	1	n	1.313511	labor4	2015-01-23_11.43.40.874000
45	Water5.jpg	1	n	0.993529	labor4	2015-01-23_11.43.40.874000
45	Water2.jpg	1	n	2.179834	labor4	2015-01-23_11.43.40.874000
45	Aero02.jpg	2	n	2.279086	labor4	2015-01-23_11.43.40.874000
45	Aero08.jpg	2	n	0.736205	labor4	2015-01-23_11.43.40.874000
45	Aero06.jpg	2	n	0.647856	labor4	2015-01-23_11.43.40.874000
45	Aero03.jpg	2	n	0.375605	labor4	2015-01-23_11.43.40.874000
45	Aero04.jpg	2	n	0.857507	labor4	2015-01-23_11.43.40.874000
45	Aero01.jpg	2	n	0.794045	labor4	2015-01-23_11.43.40.874000
45	Aero05.jpg	2	n	0.717155	labor4	2015-01-23_11.43.40.874000
45	Aero07.jpg	2	n	0.538299	labor4	2015-01-23_11.43.40.874000
