ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
9	Water1.jpg	1	n	5.293961	labor8	2015-01-19_10.50.53.870000
9	Water3.jpg	1	n	3.313289	labor8	2015-01-19_10.50.53.870000
9	Water8.jpg	1	n	1.176936	labor8	2015-01-19_10.50.53.870000
9	Water7.jpg	1	n	3.774092	labor8	2015-01-19_10.50.53.870000
9	Water4.jpg	1	n	0.895679	labor8	2015-01-19_10.50.53.870000
9	Water6.jpg	1	n	2.112149	labor8	2015-01-19_10.50.53.870000
9	Water5.jpg	1	n	3.143571	labor8	2015-01-19_10.50.53.870000
9	Water2.jpg	1	n	2.753802	labor8	2015-01-19_10.50.53.870000
9	Aero02.jpg	2	n	1.925794	labor8	2015-01-19_10.50.53.870000
9	Aero01.jpg	2	n	1.456722	labor8	2015-01-19_10.50.53.870000
9	Aero04.jpg	2	n	2.023713	labor8	2015-01-19_10.50.53.870000
9	Aero07.jpg	2	n	1.604213	labor8	2015-01-19_10.50.53.870000
9	Aero06.jpg	2	n	1.530646	labor8	2015-01-19_10.50.53.870000
9	Aero03.jpg	2	n	0.905853	labor8	2015-01-19_10.50.53.870000
9	Aero08.jpg	2	n	0.857188	labor8	2015-01-19_10.50.53.870000
9	Aero05.jpg	2	n	1.702065	labor8	2015-01-19_10.50.53.870000
