ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
104	Water1.jpg	1	n	6.112091	labor4	2015-01-29_15.42.17.874000
104	Water7.jpg	1	n	2.975231	labor4	2015-01-29_15.42.17.874000
104	Water4.jpg	1	n	2.179327	labor4	2015-01-29_15.42.17.874000
104	Water3.jpg	1	n	4.688232	labor4	2015-01-29_15.42.17.874000
104	Water5.jpg	1	n	0.983345	labor4	2015-01-29_15.42.17.874000
104	Water6.jpg	1	j	2.912790	labor4	2015-01-29_15.42.17.874000
104	Water2.jpg	1	n	1.564104	labor4	2015-01-29_15.42.17.874000
104	Water8.jpg	1	n	2.204535	labor4	2015-01-29_15.42.17.874000
104	Aero03.jpg	2	n	1.568905	labor4	2015-01-29_15.42.17.874000
104	Aero08.jpg	2	n	1.217773	labor4	2015-01-29_15.42.17.874000
104	Aero05.jpg	2	n	2.889034	labor4	2015-01-29_15.42.17.874000
104	Aero01.jpg	2	n	0.822827	labor4	2015-01-29_15.42.17.874000
104	Aero04.jpg	2	n	0.872304	labor4	2015-01-29_15.42.17.874000
104	Aero02.jpg	2	n	0.972353	labor4	2015-01-29_15.42.17.874000
104	Aero06.jpg	2	n	0.900270	labor4	2015-01-29_15.42.17.874000
104	Aero07.jpg	2	n	1.540826	labor4	2015-01-29_15.42.17.874000
