ParticipantNumber	Item	QuestionNr	Knowing	RT	PCName	timeStamp
137	Water4.jpg	1	j	4.643723	labor5	2015-02-05_14.12.12.794000
137	Water2.jpg	1	j	1.093690	labor5	2015-02-05_14.12.12.794000
137	Water5.jpg	1	n	2.238016	labor5	2015-02-05_14.12.12.794000
137	Water8.jpg	1	j	0.882155	labor5	2015-02-05_14.12.12.794000
137	Water7.jpg	1	j	0.986024	labor5	2015-02-05_14.12.12.794000
137	Water3.jpg	1	j	1.078353	labor5	2015-02-05_14.12.12.794000
137	Water1.jpg	1	j	0.989695	labor5	2015-02-05_14.12.12.794000
137	Water6.jpg	1	n	0.693331	labor5	2015-02-05_14.12.12.794000
137	Aero08.jpg	2	j	3.863862	labor5	2015-02-05_14.12.12.794000
137	Aero03.jpg	2	n	1.151978	labor5	2015-02-05_14.12.12.794000
137	Aero05.jpg	2	n	1.200915	labor5	2015-02-05_14.12.12.794000
137	Aero07.jpg	2	j	1.211215	labor5	2015-02-05_14.12.12.794000
137	Aero04.jpg	2	j	0.969521	labor5	2015-02-05_14.12.12.794000
137	Aero01.jpg	2	n	0.903387	labor5	2015-02-05_14.12.12.794000
137	Aero02.jpg	2	j	1.585047	labor5	2015-02-05_14.12.12.794000
137	Aero06.jpg	2	n	0.672332	labor5	2015-02-05_14.12.12.794000
