sid,tid,tix,bid,task,prime_identity,prime_color,prime_valence,target_identity,target_color,target_valence,response,response_time,error,target_onset,response_window_start,response_window_end
55,1,1,1,color_matching,kritisch,blue,positive,habgierig,brown,negative,nonmatch,1.7313,0,0.0715,0.5333,0.6667
55,2,2,1,color_matching,gebildet,brown,positive,ungerecht,brown,negative,match,0.8021,0,0.0715,0.5333,0.6667
55,3,3,1,color_matching,fleißig,brown,positive,weich,blue,positive,nonmatch,0.7856,0,0.0715,0.5333,0.6667
55,4,4,1,color_matching,unehrlich,brown,negative,boshaft,blue,negative,nonmatch,0.6521,0,0.0715,0.5333,0.6667
55,5,5,1,color_matching,bösartig,blue,negative,herzlos,brown,negative,nonmatch,0.6688,0,0.0715,0.5333,0.6667
55,6,6,1,color_matching,widerlich,brown,negative,sensibel,blue,positive,nonmatch,0.4463,0,0.0715,0.5333,0.6667
55,7,7,1,color_matching,sensibel,blue,positive,gehässig,brown,negative,nonmatch,0.4206,0,0.0715,0.5333,0.6667
55,8,8,1,color_matching,herzlos,blue,negative,witzig,brown,positive,nonmatch,0.5248,0,0.0715,0.5333,0.6667
55,9,9,1,color_matching,brutal,brown,negative,lebhaft,blue,positive,nonmatch,0.3598,0,0.0715,0.5333,0.6667
55,10,10,1,color_matching,böswillig,brown,negative,sicher,brown,positive,match,0.4606,0,0.0715,0.5333,0.6667
55,11,11,1,color_matching,weich,blue,positive,widerlich,blue,negative,match,0.6688,0,0.0715,0.5333,0.6667
55,12,12,1,color_matching,autoritär,brown,negative,gefühllos,brown,negative,match,0.8419,0,0.0715,0.5333,0.6667
55,13,13,1,color_matching,gutherzig,blue,positive,wahr,brown,positive,nonmatch,0.4919,0,0.0715,0.5333,0.6667
55,14,14,1,color_matching,ungerecht,blue,negative,optimal,brown,positive,nonmatch,0.45,0,0.0715,0.5333,0.6667
55,15,15,1,color_matching,boshaft,blue,negative,gutherzig,blue,positive,match,0.4926,0,0.0715,0.5333,0.6667
55,16,16,1,color_matching,habgierig,blue,negative,kritisch,blue,positive,match,0.9164,0,0.0715,0.5333,0.6667
55,17,17,1,color_matching,wahr,brown,positive,beständig,brown,positive,nonmatch,0.425,1,0.0715,0.5333,0.6667
55,18,18,1,color_matching,freudig,brown,positive,verlogen,blue,negative,nonmatch,0.6854,0,0.0715,0.5333,0.6667
55,19,19,1,color_matching,lebhaft,blue,positive,fleißig,blue,positive,nonmatch,0.468,1,0.0715,0.5333,0.6667
55,20,20,1,color_matching,denkfähig,brown,positive,begabt,blue,positive,nonmatch,0.7522,0,0.0715,0.5333,0.6667
55,21,21,1,color_matching,grausam,brown,negative,autoritär,brown,negative,match,0.3973,0,0.0715,0.5333,0.6667
55,22,22,1,color_matching,begabt,brown,positive,munter,brown,positive,match,0.3047,0,0.0715,0.5333,0.6667
55,23,23,1,color_matching,gefühllos,blue,negative,jähzornig,blue,negative,match,0.4919,0,0.0715,0.5333,0.6667
55,24,24,1,color_matching,witzig,blue,positive,freudig,brown,positive,nonmatch,0.4637,0,0.0715,0.5333,0.6667
55,25,25,1,color_matching,gehässig,blue,negative,bösartig,brown,negative,nonmatch,0.6689,0,0.0715,0.5333,0.6667
55,26,26,1,color_matching,beständig,blue,positive,denkfähig,blue,positive,match,0.4999,0,0.0715,0.5333,0.6667
55,27,27,1,color_matching,optimal,brown,positive,grausam,blue,negative,nonmatch,0.7523,0,0.0715,0.5333,0.6667
55,28,28,1,color_matching,sicher,blue,positive,böswillig,blue,negative,match,0.4554,0,0.0715,0.5333,0.6667
55,29,29,1,color_matching,munter,brown,positive,unehrlich,brown,negative,match,0.6354,0,0.0715,0.5333,0.6667
55,30,30,1,color_matching,verlogen,brown,negative,gebildet,brown,positive,match,0.8345,0,0.0715,0.5333,0.6667
55,31,31,1,color_matching,falsch,blue,negative,brutal,blue,negative,nonmatch,0.6187,1,0.0715,0.5333,0.6667
55,32,32,1,color_matching,jähzornig,brown,negative,falsch,blue,negative,match,0.6187,1,0.0715,0.5333,0.6667
55,33,1,2,color_matching,gutherzig,brown,positive,begabt,blue,positive,match,1.3963,1,0.0715,0.5333,0.6667
55,34,2,2,color_matching,gebildet,brown,positive,gefühllos,brown,negative,match,0.5128,0,0.0715,0.5333,0.6667
55,35,3,2,color_matching,ungerecht,blue,negative,jähzornig,brown,negative,nonmatch,0.9301,0,0.0715,0.5333,0.6667
55,36,4,2,color_matching,sicher,brown,positive,falsch,brown,negative,match,0.4977,0,0.0715,0.5333,0.6667
55,37,5,2,color_matching,wahr,blue,positive,gebildet,blue,positive,match,0.7021,0,0.0715,0.5333,0.6667
55,38,6,2,color_matching,munter,brown,positive,freudig,blue,positive,nonmatch,0.5521,0,0.0715,0.5333,0.6667
55,39,7,2,color_matching,boshaft,brown,negative,bösartig,blue,negative,match,0.6854,1,0.0715,0.5333,0.6667
55,40,8,2,color_matching,witzig,blue,positive,habgierig,brown,negative,nonmatch,1.1852,0,0.0715,0.5333,0.6667
55,41,9,2,color_matching,verlogen,brown,negative,boshaft,brown,negative,match,0.5853,0,0.0715,0.5333,0.6667
55,42,10,2,color_matching,jähzornig,blue,negative,ungerecht,brown,negative,nonmatch,0.602,0,0.0715,0.5333,0.6667
55,43,11,2,color_matching,autoritär,brown,negative,witzig,blue,positive,nonmatch,0.5036,0,0.0715,0.5333,0.6667
55,44,12,2,color_matching,widerlich,blue,negative,fleißig,brown,positive,nonmatch,0.4957,0,0.0715,0.5333,0.6667
55,45,13,2,color_matching,herzlos,brown,negative,beständig,brown,positive,match,0.552,0,0.0715,0.5333,0.6667
55,46,14,2,color_matching,weich,blue,positive,lebhaft,brown,positive,nonmatch,0.4819,0,0.0715,0.5333,0.6667
55,47,15,2,color_matching,sensibel,brown,positive,weich,brown,positive,match,0.4566,0,0.0715,0.5333,0.6667
55,48,16,2,color_matching,unehrlich,blue,negative,sicher,blue,positive,match,0.7021,0,0.0715,0.5333,0.6667
55,49,17,2,color_matching,fleißig,blue,positive,gehässig,brown,negative,nonmatch,0.4925,0,0.0715,0.5333,0.6667
55,50,18,2,color_matching,denkfähig,blue,positive,unehrlich,blue,negative,match,0.4572,0,0.0715,0.5333,0.6667
55,51,19,2,color_matching,beständig,brown,positive,denkfähig,brown,positive,nonmatch,0.3308,1,0.0715,0.5333,0.6667
55,52,20,2,color_matching,gefühllos,brown,negative,autoritär,brown,negative,match,0.6023,0,0.0715,0.5333,0.6667
55,53,21,2,color_matching,begabt,blue,positive,brutal,blue,negative,match,0.5688,0,0.0715,0.5333,0.6667
55,54,22,2,color_matching,kritisch,brown,positive,grausam,blue,negative,nonmatch,0.5206,0,0.0715,0.5333,0.6667
55,55,23,2,color_matching,habgierig,blue,negative,herzlos,blue,negative,nonmatch,0.6522,1,0.0715,0.5333,0.6667
55,56,24,2,color_matching,gehässig,brown,negative,widerlich,blue,negative,nonmatch,0.7023,0,0.0715,0.5333,0.6667
55,57,25,2,color_matching,grausam,blue,negative,munter,brown,positive,match,0.8918,1,0.0715,0.5333,0.6667
55,58,26,2,color_matching,freudig,blue,positive,sensibel,brown,positive,nonmatch,1.6554,0,0.0715,0.5333,0.6667
55,59,27,2,color_matching,bösartig,blue,negative,optimal,blue,positive,match,0.669,0,0.0715,0.5333,0.6667
55,60,28,2,color_matching,lebhaft,brown,positive,böswillig,blue,negative,nonmatch,0.8188,0,0.0715,0.5333,0.6667
55,61,29,2,color_matching,brutal,brown,negative,wahr,blue,positive,match,1.0046,1,0.0715,0.5333,0.6667
55,62,30,2,color_matching,böswillig,brown,negative,kritisch,brown,positive,match,0.6355,0,0.0715,0.5333,0.6667
55,63,31,2,color_matching,falsch,blue,negative,verlogen,blue,negative,match,0.5521,0,0.0715,0.5333,0.6667
55,64,32,2,color_matching,optimal,blue,positive,gutherzig,blue,positive,match,0.3918,0,0.0715,0.5333,0.6667
55,65,1,3,color_matching,bösartig,blue,negative,herzlos,blue,negative,,,,0.0715,0.5333,0.6667
55,66,2,3,color_matching,böswillig,blue,negative,ungerecht,brown,negative,,,,0.0715,0.5333,0.6667
55,67,3,3,color_matching,boshaft,brown,negative,gefühllos,blue,negative,,,,0.0715,0.5333,0.6667
55,68,4,3,color_matching,wahr,blue,positive,habgierig,blue,negative,,,,0.0715,0.5333,0.6667
55,69,5,3,color_matching,widerlich,blue,negative,verlogen,blue,negative,,,,0.0715,0.5333,0.6667
55,70,6,3,color_matching,ungerecht,brown,negative,gehässig,brown,negative,,,,0.0715,0.5333,0.6667
55,71,7,3,color_matching,sicher,blue,positive,bösartig,brown,negative,nonmatch,0.5799,0,0.0715,0.5333,0.6667
55,72,8,3,color_matching,lebhaft,blue,positive,wahr,blue,positive,match,0.6159,0,0.0715,0.5333,0.6667
55,73,9,3,color_matching,begabt,blue,positive,boshaft,blue,negative,match,0.4961,0,0.0715,0.5333,0.6667
55,74,10,3,color_matching,witzig,blue,positive,brutal,brown,negative,nonmatch,0.8358,0,0.0715,0.5333,0.6667
55,75,11,3,color_matching,sensibel,brown,positive,freudig,brown,positive,,,,0.0715,0.5333,0.6667
55,76,12,3,color_matching,autoritär,blue,negative,jähzornig,brown,negative,match,0.6857,1,0.0715,0.5333,0.6667
55,77,13,3,color_matching,beständig,brown,positive,witzig,blue,positive,,,,0.0715,0.5333,0.6667
55,78,14,3,color_matching,gebildet,blue,positive,kritisch,brown,positive,,,,0.0715,0.5333,0.6667
55,79,15,3,color_matching,munter,brown,positive,unehrlich,blue,negative,,,,0.0715,0.5333,0.6667
55,80,16,3,color_matching,fleißig,blue,positive,gebildet,blue,positive,match,0.492,0,0.0715,0.5333,0.6667
55,81,17,3,color_matching,optimal,brown,positive,munter,blue,positive,nonmatch,0.5739,0,0.0715,0.5333,0.6667
55,82,18,3,color_matching,falsch,blue,negative,begabt,blue,positive,,,,0.0715,0.5333,0.6667
55,83,19,3,color_matching,brutal,brown,negative,grausam,brown,negative,,,,0.0715,0.5333,0.6667
55,84,20,3,color_matching,grausam,brown,negative,sensibel,brown,positive,,,,0.0715,0.5333,0.6667
55,85,21,3,color_matching,weich,brown,positive,autoritär,blue,negative,,,,0.0715,0.5333,0.6667
55,86,22,3,color_matching,kritisch,blue,positive,optimal,brown,positive,match,0.7523,1,0.0715,0.5333,0.6667
55,87,23,3,color_matching,freudig,brown,positive,böswillig,brown,negative,,,,0.0715,0.5333,0.6667
55,88,24,3,color_matching,verlogen,brown,negative,weich,blue,positive,,,,0.0715,0.5333,0.6667
55,89,25,3,color_matching,gefühllos,blue,negative,lebhaft,brown,positive,,,,0.0715,0.5333,0.6667
55,90,26,3,color_matching,denkfähig,brown,positive,widerlich,brown,negative,,,,0.0715,0.5333,0.6667
55,91,27,3,color_matching,habgierig,brown,negative,beständig,brown,positive,match,0.3408,0,0.0715,0.5333,0.6667
55,92,28,3,color_matching,jähzornig,brown,negative,falsch,blue,negative,,,,0.0715,0.5333,0.6667
55,93,29,3,color_matching,unehrlich,blue,negative,sicher,brown,positive,match,0.5939,1,0.0715,0.5333,0.6667
55,94,30,3,color_matching,herzlos,blue,negative,gutherzig,blue,positive,,,,0.0715,0.5333,0.6667
55,95,31,3,color_matching,gehässig,brown,negative,denkfähig,blue,positive,,,,0.0715,0.5333,0.6667
55,96,32,3,color_matching,gutherzig,brown,positive,fleißig,brown,positive,match,0.7856,0,0.0715,0.5333,0.6667
55,97,1,4,color_matching,jähzornig,blue,negative,boshaft,blue,negative,match,0.8191,0,0.0715,0.5,0.6333
55,98,2,4,color_matching,beständig,brown,positive,gutherzig,brown,positive,nonmatch,0.6857,1,0.0715,0.5,0.6333
55,99,3,4,color_matching,begabt,blue,positive,brutal,blue,negative,match,0.6857,0,0.0715,0.5,0.6333
55,100,4,4,color_matching,witzig,brown,positive,habgierig,blue,negative,match,0.5836,1,0.0715,0.5,0.6333
55,101,5,4,color_matching,lebhaft,blue,positive,böswillig,brown,negative,match,0.9348,1,0.0715,0.5,0.6333
