sid,tid,tix,bid,task,prime_identity,prime_color,prime_valence,target_identity,target_color,target_valence,response,response_time,error,target_onset,response_window_start,response_window_end
58,1,1,1,color_matching,grausam,blue,negative,kritisch,blue,positive,nonmatch,2.0142,1,0.0715,0.5333,0.6667
58,2,2,1,color_matching,jähzornig,brown,negative,falsch,brown,negative,match,0.6521,0,0.0715,0.5333,0.6667
58,3,3,1,color_matching,autoritär,blue,negative,bösartig,brown,negative,nonmatch,0.5522,0,0.0715,0.5333,0.6667
58,4,4,1,color_matching,gehässig,blue,negative,grausam,blue,negative,match,0.7855,0,0.0715,0.5333,0.6667
58,5,5,1,color_matching,denkfähig,brown,positive,habgierig,brown,negative,match,0.6854,0,0.0715,0.5333,0.6667
58,6,6,1,color_matching,böswillig,blue,negative,widerlich,blue,negative,match,0.6687,0,0.0715,0.5333,0.6667
58,7,7,1,color_matching,sensibel,brown,positive,munter,blue,positive,nonmatch,1.0352,0,0.0715,0.5333,0.6667
58,8,8,1,color_matching,falsch,brown,negative,boshaft,brown,negative,match,0.6853,0,0.0715,0.5333,0.6667
58,9,9,1,color_matching,fleißig,brown,positive,jähzornig,brown,negative,match,0.5202,0,0.0715,0.5333,0.6667
58,10,10,1,color_matching,gefühllos,brown,negative,böswillig,blue,negative,nonmatch,0.7521,0,0.0715,0.5333,0.6667
58,11,11,1,color_matching,freudig,blue,positive,optimal,blue,positive,match,0.5046,0,0.0715,0.5333,0.6667
58,12,12,1,color_matching,munter,blue,positive,begabt,brown,positive,nonmatch,0.7024,0,0.0715,0.5333,0.6667
58,13,13,1,color_matching,kritisch,blue,positive,unehrlich,blue,negative,match,0.3581,0,0.0715,0.5333,0.6667
58,14,14,1,color_matching,habgierig,blue,negative,beständig,blue,positive,match,0.4806,0,0.0715,0.5333,0.6667
58,15,15,1,color_matching,beständig,brown,positive,lebhaft,brown,positive,match,0.6855,0,0.0715,0.5333,0.6667
58,16,16,1,color_matching,ungerecht,brown,negative,weich,blue,positive,nonmatch,0.5687,0,0.0715,0.5333,0.6667
58,17,17,1,color_matching,widerlich,blue,negative,witzig,brown,positive,nonmatch,0.5143,0,0.0715,0.5333,0.6667
58,18,18,1,color_matching,sicher,blue,positive,verlogen,brown,negative,nonmatch,0.6188,0,0.0715,0.5333,0.6667
58,19,19,1,color_matching,boshaft,brown,negative,ungerecht,blue,negative,nonmatch,0.463,0,0.0715,0.5333,0.6667
58,20,20,1,color_matching,herzlos,brown,negative,sensibel,brown,positive,nonmatch,1.3041,1,0.0715,0.5333,0.6667
58,21,21,1,color_matching,bösartig,blue,negative,freudig,brown,positive,nonmatch,0.457,0,0.0715,0.5333,0.6667
58,22,22,1,color_matching,witzig,brown,positive,autoritär,blue,negative,nonmatch,0.5205,0,0.0715,0.5333,0.6667
58,23,23,1,color_matching,begabt,brown,positive,gutherzig,brown,positive,nonmatch,0.8773,1,0.0715,0.5333,0.6667
58,24,24,1,color_matching,verlogen,blue,negative,gehässig,brown,negative,nonmatch,0.4201,0,0.0715,0.5333,0.6667
58,25,25,1,color_matching,unehrlich,brown,negative,gebildet,brown,positive,match,0.5221,0,0.0715,0.5333,0.6667
