Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   3   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   6   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   4   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   5   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   6   2
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   5   2
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   3   2
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   4   2
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   6
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   5
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   2
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   5
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2   3
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2   5
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2   4
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2   5
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   2   2   1
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   1   1   2 2479   6   0
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   2   1   2 1720   2   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   3   1   4 3794   4   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   4   1   3 2160   3   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   5   1   6 1218   6   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   6   1   2 1225   2   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   7   1   5 1142   5   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   8   1   1 959   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1   9   1   4 1410   4   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  10   1   2 993   2   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  11   1   4 1557   4   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  12   1   5 1024   5   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  13   1   1 1179   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  14   1   3 1431   3   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  15   1   1 973   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  16   1   3 894   3   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  17   1   2 821   2   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  18   1   6 863   6   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  19   1   5 967   5   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  20   1   1 876   1   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  21   1   3 976   3   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  22   1   6 811   6   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  23   1   4 854   4   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  24   1   5 864   5   1
Pudel8 109   2   1   0  25   1   1   1   1 SOPDAED   1  25   1   5  27   1   0
