Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   3   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   6   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   4   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   5   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   5
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   6
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   3
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   4
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   5
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   4
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   2
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   3
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   6
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   1   1   5 752   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   2   1   4 873   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   3   1   3 874   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   4   1   6 647   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   5   1   5 744   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   6   1   3 832   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   7   1   5 688   4   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   8   1   1 704   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1   9   1   2 779   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  10   1   6 676   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  11   1   4 776   5   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  12   1   3 1122   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  13   1   2  66   4   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  14   1   2 778   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  15   1   5 797   4   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  16   1   1 889   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  17   1   2 803   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  18   1   6 662   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  19   1   1 654   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  20   1   4 888   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  21   1   1 690   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  22   1   4 670   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  23   1   6 618   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  24   1   2 733   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  25   1   6 649   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  26   1   2 865   3   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  27   1   4 1049   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  28   1   6 629   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  29   1   5 789   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  30   1   3 1016   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  31   1   4 870   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  32   1   1 650   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  33   1   2 782   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  34   1   6 694   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  35   1   5 779   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  36   1   3 840   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  37   1   2 632   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  38   1   4 903   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  39   1   6 622   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  40   1   5 805   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  41   1   4 724   3   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  42   1   4 1291   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  43   1   3 821   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  44   1   4 919   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  45   1   3 832   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  46   1   4 694   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  47   1   1 686   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  48   1   2 782   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  49   1   6 691   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  50   1   2 717   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  51   1   6 842   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  52   1   2 749   3   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  53   1   4 1013   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  54   1   3 811   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  55   1   2 924   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  56   1   6 672   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  57   1   5 889   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  58   1   3 1111   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  59   1   2 692   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  60   1   6 667   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  61   1   5 865   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  62   1   3 853   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  63   1   4 862   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  64   1   5 716   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  65   1   3 804   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  66   1   4 807   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  67   1   1 717   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  68   1   3 798   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  69   1   5 765   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  70   1   3 828   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  71   1   1 748   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  72   1   2 791   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  73   1   6 710   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  74   1   5 777   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  75   1   3 830   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  76   1   1 678   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  77   1   2 703   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  78   1   6 646   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  79   1   5 714   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  80   1   2 875   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  81   1   6 774   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  82   1   3 716   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  83   1   5 808   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  84   1   3 1006   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  85   1   2 878   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  86   1   6 675   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  87   1   2 782   3   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  88   1   5 976   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  89   1   4 775   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  90   1   6 714   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  91   1   3 888   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  92   1   4 843   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  93   1   1 650   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  94   1   3 934   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  95   1   4 840   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  96   1   1 770   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  97   1   2 886   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  98   1   5 894   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1  99   1   6 696   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 100   1   5 770   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 101   1   3 806   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 102   1   4 823   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 103   1   1 670   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 104   1   2 1002   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 105   1   4 768   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 106   1   3 726   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 107   1   4 700   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 108   1   3 660   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 109   1   1 697   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 110   1   2 780   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 111   1   6 627   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 112   1   4 768   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 113   1   5 707   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 114   1   1 630   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 115   1   2 696   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 116   1   3 743   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 117   1   4 703   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 118   1   6 636   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 119   1   5 774   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 120   1   3 626   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 121   1   1 649   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 122   1   2 763   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 123   1   3 1222   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 124   1   4 803   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 125   1   1 791   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 126   1   4 784   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 127   1   1 620   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 128   1   2 833   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 129   1   6 685   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 130   1   2 601   3   0
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 131   1   1 848   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 132   1   2 800   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 133   1   6 682   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 134   1   4 709   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 135   1   1 704   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 136   1   5 734   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 137   1   3 758   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 138   1   2 912   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 139   1   4 891   4   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 140   1   1 580   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 141   1   5 626   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 142   1   3 739   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 143   1   2 1209   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   1 144   1   5 790   5   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   1   2   3 952   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   2   2   6 626   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   3   2   2 680   2   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   4   2   1 611   1   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   5   2   3 750   3   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   6   2   6 545   6   1
Pudel8  84   1   1   1  21   1   1   1   1 MEEDIZIN   2   7   2   2 686   2   1
