Sequenz
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Position" "Shape" 
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   6   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   5   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   3   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   4   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   3   2
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   6   2
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   4   2
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   5   2
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   2
---
freies.Generieren
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Shape" "Reaktion"
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   3
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   5
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   4
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   2
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   6
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2   5
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2   6
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2   4
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2   3
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2   4
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   2   2   1
---
Lernphase
"Exp.Name" "Vp.Nr" "RF_Material" "RF_Shape" "InstrExpl" "Age" "Sex" "Hands" "Color" "Sprache" "Fach" "Block.Nr" "Trial.Nr" "Shape" "Reaktion" "Reaktionszeit" "Position" "korrekt"
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   1   1   1 751   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   2   1   2 663   2   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   3   1   6 708   6   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   4   1   5 614   5   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   5   1   4 698   4   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   6   1   1 745   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   7   1   3 789   3   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   8   1   3 797   4   0
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1   9   1   4  36   1   0
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  10   1   3 1061   3   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  11   1   1 687   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  12   1   2 691   2   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  13   1   1 761   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  14   1   2 675   2   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  15   1   6 691   6   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  16   1   5 672   5   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  17   1   1 752   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  18   1   4 851   4   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  19   1   1 842   1   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  20   1   6 670   6   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  21   1   5 768   5   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  22   1   3 681   3   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  23   1   2 636   2   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  24   1   4 714   4   1
Pudel8  58   1   1   1  23   1   1   1   1 PSYCHOLOGIEB   1  25   1   1 759   1   1
