subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
11;1;1;2;positive;R   O   B   F;maske_1.bmp;maske_2.bmp;Father 1.jpg;0.084;1;1;2;11;0.004;1;yes;no
11;1;2;2;positive;F   R   O   B;maske_1.bmp;maske_2.bmp;Sunflower 1.jpg;0.088;1;1;2;11;0.004;1;yes;no
11;1;3;2;positive;J   O   B   F;maske_1.bmp;maske_2.bmp;Mother 6.jpg;0.092;1;1;2;11;0.004;2;yes;no
11;1;4;2;positive;J   O   R   B;maske_1.bmp;maske_2.bmp;Elephant 1.jpg;0.092;1;1;2;11;0.004;1;yes;no
11;1;5;5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Cat 4.jpg;0.106;-1;1;3;6;0.004;1;yes;no
11;1;6;5;negative;N   U   G   Z;maske_1.bmp;maske_2.bmp;Sad face 1.jpg;0.11;1;1;3;6;0.004;1;no;yes
11;1;7;5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Sad pose 1.jpg;0.114;1;1;3;6;0.004;1;no;yes
11;1;8;5;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Penguins 2.jpg;0.118;1;1;3;6;0.004;1;yes;no
11;1;9;2;negative;S   W   A   P;maske_1.bmp;maske_2.bmp;Depressed pose 3.jpg;0.096;1;1;2;11;0.004;1;no;yes
11;1;10;2;negative;S   A   P   V;maske_1.bmp;maske_2.bmp;Cockroach 1.jpg;0.1;1;1;2;11;0.004;2;no;yes
11;1;11;5;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Frustrated pose 7.jpg;0.122;1;1;3;6;0.004;2;no;yes
11;1;12;5;positive;K   E   L   M;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.126;1;1;3;6;0.004;1;yes;no
11;1;13;5;positive;L   E   M   K;maske_1.bmp;maske_2.bmp;Yoga 3.jpg;0.13;1;1;3;6;0.004;5;yes;no
11;1;14;2;positive;B   J   O   F;maske_2.bmp;maske_1.bmp;Beach 6.jpg;0.1;1;1;2;11;0.004;1;yes;no
11;1;15;2;positive;J   O   R   F;maske_1.bmp;maske_2.bmp;Children 1.jpg;0.104;1;1;2;11;0.004;2;yes;no
11;1;16;5;positive;H   E   M   K;maske_1.bmp;maske_2.bmp;Excited face 5.jpg;0.13;1;1;3;6;0.004;5;yes;no
11;1;17;5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Fire 7.jpg;0.13;1;-1;4;7;0.002;6;yes;no
11;1;18;2;negative;P   S   A   V;maske_1.bmp;maske_2.bmp;Frustrated pose 5.jpg;0.104;1;-1;3;12;0.004;5;no;yes
11;1;19;2;negative;S   P   A   V;maske_1.bmp;maske_2.bmp;Pollution 1.jpg;0.1;-1;-1;3;12;0.004;5;no;yes
11;1;20;2;negative;V   A   P   S;maske_1.bmp;maske_2.bmp;Car crash 1.jpg;0.096;-1;-1;3;12;0.004;5;no;yes
11;1;21;5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Fence 4.jpg;0.128;-1;-1;4;7;0.002;6;no;yes
11;1;22;2;positive;F   O   R   B;maske_2.bmp;maske_1.bmp;Present 2.jpg;0.092;-1;1;4;13;0.002;1;yes;no
11;1;23;5;positive;K   L   E   M;maske_2.bmp;maske_1.bmp;Soup 1.jpg;0.126;-1;-1;4;7;0.002;5;yes;no
11;1;24;2;negative;S   V   A   W;maske_1.bmp;maske_2.bmp;Explosion 6.jpg;0.094;1;-1;5;14;0.002;5;no;yes
11;1;25;5;positive;K   L   E   H;maske_1.bmp;maske_2.bmp;Picnic 1.jpg;0.126;-1;-1;4;7;0.002;5;yes;no
11;1;26;5;negative;G   U   N   T;maske_2.bmp;maske_1.bmp;Scared face 4.jpg;0.126;-1;-1;4;7;0.002;5;no;yes
11;1;27;5;negative;G   N   U   Z;maske_2.bmp;maske_1.bmp;Garbage dump 5.jpg;0.126;-1;-1;4;7;0.002;5;no;yes
11;1;28;2;positive;B   O   R   F;maske_1.bmp;maske_2.bmp;Collaboration 1.jpg;0.092;-1;-1;5;14;0.002;2;yes;no
