subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating
12;1;1;5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Destruction 9.jpg;0.12;0;1;0;0;0.008;3
12;1;2;2;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Barrels 1.jpg;0.07;0;1;0;0;0.008;1
12;1;3;2;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Bark 1.jpg;0.078;1;1;0;0;0.008;2
12;1;4;5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Skyscraper 1.jpg;0.128;1;-1;1;1;0.008;6
12;1;5;5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Pinecone 2.jpg;0.12;-1;1;2;2;0.004;3
12;1;6;2;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Bored pose 1.jpg;0.078;1;1;0;0;0.008;2
12;1;7;5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Roofing 4.jpg;0.124;1;1;2;2;0.004;4
12;1;8;2;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Fence 3.jpg;0.078;1;1;0;0;0.008;2
12;1;9;5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Office supplies 3.jpg;0.128;1;1;2;2;0.004;5
12;1;10;5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Paper 5.jpg;0.128;1;1;2;2;0.004;5
12;1;11;5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.128;1;1;2;2;0.004;5
12;1;12;5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Neutral face 4.jpg;0.128;1;1;2;2;0.004;5
12;1;13;2;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Bed 1.jpg;0.078;1;1;0;0;0.008;2
12;1;14;2;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Drink 2.jpg;0.078;1;1;0;0;0.008;1
12;1;15;2;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Cardboard 2.jpg;0.086;1;1;0;0;0.008;1
12;1;16;2;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Neutral face 1.jpg;0.094;1;1;0;0;0.008;2
12;2;1;2;neutral;S   P   O   B;maske_1.bmp;maske_2.bmp;Car 2.jpg;0.094;1;-1;1;1;0.008;4
12;2;2;5;neutral;F   R   A   P;maske_2.bmp;maske_1.bmp;Bark 2.jpg;0.128;1;1;2;2;0.004;5
12;2;3;2;neutral;F   O   P   V;maske_1.bmp;maske_2.bmp;Fence 1.jpg;0.086;-1;-1;1;1;0.008;2
12;2;4;5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Alcohol 3.jpg;0.128;1;1;2;2;0.004;5
12;2;5;2;neutral;R   O   W   S;maske_2.bmp;maske_1.bmp;Rocks 3.jpg;0.086;-1;-1;1;1;0.008;4
12;2;6;5;neutral;P   A   B   F;maske_2.bmp;maske_1.bmp;Crow 2.jpg;0.128;1;1;2;2;0.004;5
12;2;7;2;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Cups 2.jpg;0.078;-1;-1;1;1;0.008;2
12;2;8;5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Fire hydrant 4.jpg;0.128;1;1;2;2;0.004;5
12;2;9;5;neutral;P   A   B   F;maske_1.bmp;maske_2.bmp;Keys 1.jpg;0.128;1;1;2;2;0.004;5
12;2;10;2;neutral;F   O   P   V;maske_2.bmp;maske_1.bmp;Dirt 3.jpg;0.078;-1;-1;1;1;0.008;2
12;2;11;2;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Keyboard 3.jpg;0.078;-1;1;2;2;0.004;1
12;2;12;5;neutral;F   R   A   P;maske_1.bmp;maske_2.bmp;Roofing 3.jpg;0.128;1;1;2;2;0.004;5
12;2;13;5;neutral;B   J   A   V;maske_1.bmp;maske_2.bmp;Fence 5.jpg;0.128;1;1;2;2;0.004;5
12;2;14;2;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Prison 1.jpg;0.082;1;1;2;2;0.004;2
12;2;15;2;neutral;B   O   V   S;maske_1.bmp;maske_2.bmp;Bark 4.jpg;0.082;1;1;2;2;0.004;2
12;2;16;5;neutral;S   A   B   F;maske_2.bmp;maske_1.bmp;Bark 5.jpg;0.128;1;1;2;2;0.004;5
12;3;1;2;neutral;B   O   V   S;maske_2.bmp;maske_1.bmp;Fire hydrant 1.jpg;0.082;1;1;2;2;0.004;2
12;3;2;2;neutral;R   O   W   S;maske_1.bmp;maske_2.bmp;Railroad 1.jpg;0.082;1;-1;3;3;0.004;3
12;3;3;2;neutral;S   P   O   B;maske_2.bmp;maske_1.bmp;Rocks 2.jpg;0.078;-1;-1;3;3;0.004;2
12;3;4;5;neutral;S   A   B   F;maske_1.bmp;maske_2.bmp;Office supplies 4.jpg;0.128;1;1;2;2;0.004;5
12;3;5;5;neutral;B   J   A   V;maske_2.bmp;maske_1.bmp;Roofing 2.jpg;0.128;1;1;2;2;0.004;5
