subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;id_opt_1;id_opt_2;id_opt_3;id_opt_4;opt_1;opt_2;opt_3;opt_4;VF_pos;VF_neg
12;1;1;2;negative;J   O   R   F;maske_2.bmp;maske_1.bmp;Miserable pose 4.jpg;0.085;J   O   R   F;S   P   A   V;S   V   A   W;B   J   O   F;yes;no;no;no;no;yes
12;1;2;5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Cat 4.jpg;0.13;M   E   H   K;H   E   L   K;T   U   N   G;Z   U   N   T;no;no;no;yes;yes;no
12;1;3;5;negative;T   U   G   Z;maske_1.bmp;maske_2.bmp;Animal carcass 3.jpg;0.13;N   U   G   Z;L   E   M   K;H   E   M   K;T   U   G   Z;yes;no;no;no;no;yes
12;1;4;5;negative;G   N   U   Z;maske_1.bmp;maske_2.bmp;Cemetery 5.jpg;0.13;T   U   G   Z;K   L   E   H;M   E   H   K;G   N   U   Z;no;no;no;yes;no;yes
12;1;5;5;negative;Z   U   N   G;maske_2.bmp;maske_1.bmp;Feces 1.jpg;0.13;G   U   T   Z;K   L   E   H;K   L   E   M;Z   U   N   G;no;no;no;yes;no;yes
12;1;6;2;positive;V   A   P   S;maske_1.bmp;maske_2.bmp;Chipmunk 1.jpg;0.085;S   A   P   V;V   A   P   S;F   R   O   B;J   O   B   F;no;yes;no;no;yes;no
12;1;7;2;negative;F   R   O   B;maske_2.bmp;maske_1.bmp;Angry face 3.jpg;0.085;J   O   R   B;F   R   O   B;V   A   P   S;P   S   A   V;no;no;no;yes;no;yes
12;1;8;2;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Garbage dump 6.jpg;0.085;J   O   B   F;W   A   P   S;S   P   A   V;R   O   B   F;no;no;yes;no;no;yes
12;1;9;5;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Excited face 3.jpg;0.13;K   L   E   M;G   U   N   T;L   E   M   K;G   U   T   Z;yes;no;no;no;yes;no
12;1;10;2;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Flood 1.jpg;0.085;V   A   S   P;F   R   O   B;B   J   O   F;S   A   P   V;no;no;yes;no;no;yes
