subjnr;blocknr;trialnr;adaptation_target;us_valence;cs_filename;premask_filename;postmask_filename;us_filename;cs_duration;direction_pretrial; direction; reversals_for_calc; reversals_total; stepsize; pas_rating;VF_pos;VF_neg
12;1;1;5;negative;N   U   G   Z;maske_2.bmp;maske_1.bmp;Baby 7.jpg;0.128;1;1;2;6;0.004;4;no;yes
12;1;2;5;negative;G   U   N   T;maske_1.bmp;maske_2.bmp;Garbage dump 5.jpg;0.132;1;1;2;6;0.004;2;no;yes
12;1;3;2;positive;P   S   A   V;maske_1.bmp;maske_2.bmp;Mother 6.jpg;0.084;1;-1;3;11;0.004;3;yes;no
12;1;4;2;positive;V   A   S   P;maske_2.bmp;maske_1.bmp;Cat 5.jpg;0.08;-1;1;4;12;0.002;1;yes;no
12;1;5;2;negative;F   R   O   B;maske_1.bmp;maske_2.bmp;Animal carcass 1.jpg;0.082;1;1;4;12;0.002;1;no;yes
12;1;6;2;positive;W   A   P   S;maske_1.bmp;maske_2.bmp;Sunset 3.jpg;0.084;1;1;4;12;0.002;2;yes;no
12;1;7;5;negative;G   U   T   Z;maske_2.bmp;maske_1.bmp;Explosion 6.jpg;0.136;1;-1;3;7;0.004;6;no;yes
12;1;8;5;negative;T   U   N   G;maske_2.bmp;maske_1.bmp;Ferret 1.jpg;0.132;-1;-1;3;7;0.004;5;no;yes
12;1;9;5;positive;K   L   E   H;maske_2.bmp;maske_1.bmp;Coffee 1.jpg;0.132;-1;-1;3;7;0.004;5;yes;no
12;1;10;5;negative;Z   U   N   T;maske_2.bmp;maske_1.bmp;Cemetery 5.jpg;0.132;-1;-1;3;7;0.004;5;no;yes
12;1;11;2;negative;J   O   R   B;maske_1.bmp;maske_2.bmp;Jail 1.jpg;0.084;1;-1;5;13;0.002;3;no;yes
12;1;12;5;positive;K   E   L   M;maske_2.bmp;maske_1.bmp;Elephant 1.jpg;0.132;-1;-1;3;7;0.004;6;yes;no
12;1;13;5;negative;T   U   G   Z;maske_2.bmp;maske_1.bmp;Flood 2.jpg;0.128;-1;-1;3;7;0.004;5;no;yes
12;1;14;2;positive;S   V   A   W;maske_1.bmp;maske_2.bmp;Baby 6.jpg;0.082;-1;-1;5;13;0.002;4;yes;no
12;1;15;5;positive;H   E   L   K;maske_1.bmp;maske_2.bmp;Picnic 2.jpg;0.128;-1;1;4;8;0.002;4;yes;no
12;1;16;2;positive;S   P   A   V;maske_2.bmp;maske_1.bmp;Excited face 3.jpg;0.08;-1;-1;5;13;0.002;2;yes;no
12;1;17;5;positive;K   L   E   M;maske_1.bmp;maske_2.bmp;Lake 12.jpg;0.13;1;1;4;8;0.002;5;yes;no
12;1;18;2;negative;B   J   O   F;maske_1.bmp;maske_2.bmp;Car accident 2.jpg;0.08;-1;-1;5;13;0.002;2;no;yes
12;1;19;5;negative;Z   U   N   G;maske_1.bmp;maske_2.bmp;Prison 2.jpg;0.13;1;1;4;8;0.002;5;no;yes
12;1;20;5;positive;K   E   H   M;maske_1.bmp;maske_2.bmp;Cat 4.jpg;0.13;1;1;4;8;0.002;5;yes;no
12;1;21;5;positive;M   E   H   K;maske_2.bmp;maske_1.bmp;Dessert 8.jpg;0.13;1;-1;5;9;0.002;6;yes;no
12;1;22;2;negative;R   O   B   F;maske_2.bmp;maske_1.bmp;Feces 1.jpg;0.08;-1;-1;5;13;0.002;2;no;yes
12;1;23;2;negative;J   O   B   F;maske_1.bmp;maske_2.bmp;Angry face 3.jpg;0.08;-1;-1;5;13;0.002;2;no;yes
12;1;24;2;positive;S   W   A   P;maske_1.bmp;maske_2.bmp;Couple 8.jpg;0.08;-1;-1;5;13;0.002;2;yes;no
