experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	16	-1	5	brady	1	2	lure	1	0	1793	3	2401	sink_11.bmp	56	0	4	3	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	2	lure	1	0	1262	4	1577	remote_3.bmp	46	0	4	4	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	1	lure	1	0	2357	4	1235	skateboard_11.bmp	57	0	2	1	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	2	target	1	1	1284	4	1428	abacus_4.bmp	1	3	7	4	6	6	42	0	18,000000	42	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	1	lure	1	0	1762	4	1397	mic_12.bmp	39	0	2	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	2	lure	1	0	1124	4	1555	leatherman_10.bmp	38	0	8	4	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	2	target	1	1	1317	4	1603	circuitboard_16.bmp	17	3	7	3	22	22	58	0	34,000000	58	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	1	lure	1	0	2569	4	1197	jacket_10.bmp	35	0	4	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	2	lure	1	0	1872	4	1504	garbagecan_13.bmp	24	0	8	4	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	2	target	1	1	1035	4	2076	cheesegrater_11.bmp	15	3	7	4	5	5	49	0	19,000000	49	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	2	target	1	1	1013	4	1538	rollerskates_7.bmp	48	1	11	4	26	0	0	0	26,000000	26	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	1	target	1	1	913	4	982	saltpeppershake_12.bmp	52	4	0	0	19	19	41	41	30,000000	41	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	3	3	target	1	1	930	4	1694	shredder_15.bmp	55	2	6	4	11	52	0	0	31,000000	52	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	2	lure	2	1	4050	2	2638	camera_3.bmp	9	0	3	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	2	target	1	1	1557	4	2490	videogamecontroller_2.bmp	68	1	10	4	18	0	0	0	18,000000	18	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	3	3	target	1	1	1251	4	1388	rusdoll_8.bmp	50	2	5	4	21	57	0	0	39,000000	57	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	1	target	1	1	1057	4	1317	ring_12.bmp	47	1	1	1	37	0	0	0	37,000000	37	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	1	target	1	1	962	4	1444	bagel_14.bmp	4	4	1	1	15	15	59	59	37,000000	59	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	3	3	lure	1	0	1996	4	2356	trunk_5.bmp	64	0	3	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	1	lure	2	1	2793	2	1991	tricycle_15.bmp	61	0	2	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	1	lure	2	1	2891	3	2339	trumpet_17.bmp	63	0	5	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	3	3	lure	1	0	1314	4	1310	scooter_8.bmp	53	0	4	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	2	lure	1	0	1022	4	1316	socks_13.bmp	58	0	11	4	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	1	target	1	1	956	4	1685	hairbrush_17.bmp	29	1	2	1	36	0	0	0	36,000000	36	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	3	3	target	1	1	1185	4	1533	lawnmower_3.bmp	37	1	5	4	4	0	0	0	4,000000	4	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	1	lure	2	1	2081	3	1333	cake_14.bmp	8	0	4	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	2	1	target	1	1	1225	4	1183	babycrib_7.bmp	2	3	3	3	27	27	40	0	31,000000	40	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	3	3	lure	1	0	5001	3	2174	windchime_10.bmp	72	0	3	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	2	target	1	1	1224	3	1623	highchair_4.bmp	32	1	10	4	48	0	0	0	48,000000	48	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	brady	1	1	target	1	1	1158	4	2777	plant_14.bmp	43	1	2	2	56	0	0	0	56,000000	56	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	2	lure	1	0	1922	3	2485	Key11.bmp	25	0	8	4	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	2	target	1	1	1155	4	1621	Coins3.bmp	13	3	8	4	20	20	28	0	22,000000	28	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	1	lure	2	1	2760	3	1361	Chilli11.bmp	11	0	3	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	2	target	1	1	1071	4	1336	Pear18.bmp	34	3	8	4	9	9	38	0	18,000000	38	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	3	3	lure	2	1	2101	3	1970	Pen10.bmp	35	0	4	3	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	1	target	1	1	1879	4	1249	Biscuit4.bmp	3	1	2	1	9	0	0	0	9,000000	9	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	1	lure	1	0	1261	4	1603	Present17.bmp	37	0	4	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	2	lure	1	0	956	4	1425	Bracelet18.bmp	4	0	9	4	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	3	3	target	1	1	905	4	1478	Fudge5.bmp	18	1	5	4	37	0	0	0	37,000000	37	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	3	3	target	1	1	910	4	2474	Ginger3.bmp	19	2	5	3	2	2	0	0	2,000000	2	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	3	3	lure	1	0	1038	4	1129	Umbrella17.bmp	49	0	3	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	1	lure	1	0	2381	3	1346	Toothbrush10.bmp	48	0	4	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	1	lure	1	0	1436	3	1483	Keys6.bmp	26	0	4	1	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	1	target	1	1	1286	4	1473	Brocolli14.bmp	5	3	0	0	5	5	25	0	11,000000	25	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	2	lure	2	1	3374	2	3107	Jigsaw11.bmp	24	0	4	3	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	2	lure	1	0	2935	3	2103	Man10.bmp	29	0	3	3	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	1	target	1	1	1091	4	1221	Candle13.bmp	9	1	1	1	43	0	0	0	43,000000	43	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	2	target	1	1	1446	4	1386	Hand1.bmp	21	1	9	4	39	0	0	0	39,000000	39	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	2	1	target	1	1	1179	4	2123	Leaf13.bmp	27	4	0	0	3	3	35	35	19,000000	35	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	migo	1	2	target	2	0	2904	3	1976	Varnish11.bmp	50	1	9	4	23	0	0	0	23,000000	23	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	2	1	lure	1	0	6595	2	1586	monopoly	57	0	5	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	1	1	lure	1	0	1946	3	2707	tag	71	0	2	1	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	2	2	target	1	1	1292	3	1681	schrank	6	4	6	4	24	24	46	46	35,000000	46	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	1	1	target	1	1	1156	3	2019	gymnasium	20	1	1	1	40	0	0	0	40,000000	40	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	2	1	target	1	1	1014	3	1414	erdbeere	3	3	0	0	26	56	56	0	46,000000	56	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	3	3	target	1	1	937	4	1934	theater	58	2	5	4	1	1	0	0	1,000000	1	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	1	2	lure	1	0	1587	4	1309	straßenbahn	34	0	4	3	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	1	2	target	1	1	926	4	1322	bonbons	55	1	10	4	18	0	0	0	18,000000	18	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	2	2	target	1	1	3958	2	1944	gaspedal	63	3	8	4	14	35	35	0	28,000000	35	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	1	1	lure	1	0	1312	3	1062	drucker	33	0	2	2	0	0	0	0	0,000000	0	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	2	1	target	1	1	1220	4	1009	tango	62	3	3	3	16	36	36	0	29,000000	36	53	1	1	1	2	PHYSICK
FAUST_1[2014-06]	16	-1	5	words	2	2	target	1	1	1437	4	1153	biologie	19	3	7	4	20	20	55	0	31,000000	55	53	1	1	1	2	PHYSICK
