experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 19	words	bein	  1	  0	  1	  5	  4	 15	  0	  0	  0	15,000000	15
FAUST_1[2014-06]	 19	words	arm	  1	  0	  1	  5	  4	 15	  0	  0	  0	15,000000	15
FAUST_1[2014-06]	 19	words	kopf	  1	  0	  1	  5	  4	 15	  0	  0	  0	15,000000	15
FAUST_1[2014-06]	 19	words	hand	  1	  0	  1	  5	  4	 46	  0	  0	  0	46,000000	46
FAUST_1[2014-06]	 19	words	fuß	  1	  0	  2	  4	  4	 15	 15	  0	  0	15,000000	15
FAUST_1[2014-06]	 19	words	spinat	  2	  0	  2	  7	  4	  7	 50	  0	  0	28,500000	50
FAUST_1[2014-06]	 19	words	bohnen	  2	  0	  1	  8	  4	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	 19	words	tomaten	  2	  0	  3	  6	  4	  7	 50	 50	  0	35,666667	50
FAUST_1[2014-06]	 19	words	blumenkohl	  2	  0	  1	  8	  4	 50	  0	  0	  0	50,000000	50
FAUST_1[2014-06]	 19	words	karotten	  2	  0	  2	  7	  4	  7	 50	  0	  0	28,500000	50
FAUST_1[2014-06]	 19	words	banane	  3	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	apfel	  3	  0	  1	  5	  3	 10	  0	  0	  0	10,000000	10
FAUST_1[2014-06]	 19	words	birne	  3	  0	  2	  4	  3	 10	 10	  0	  0	10,000000	10
FAUST_1[2014-06]	 19	words	pflaume	  3	  1	  2	  4	  3	 10	 48	  0	  0	29,000000	48
FAUST_1[2014-06]	 19	words	erdbeere	  3	  0	  1	  5	  3	 10	  0	  0	  0	10,000000	10
FAUST_1[2014-06]	 19	words	hammer	  4	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	säge	  4	  1	  1	  3	  2	 38	  0	  0	  0	38,000000	38
FAUST_1[2014-06]	 19	words	meißel	  4	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	bohrer	  4	  1	  1	  3	  2	  1	  0	  0	  0	1,000000	1
FAUST_1[2014-06]	 19	words	zange	  4	  0	  2	  2	  2	  1	  1	  0	  0	1,000000	1
FAUST_1[2014-06]	 19	words	hose	  5	  0	  1	  3	  1	 33	  0	  0	  0	33,000000	33
FAUST_1[2014-06]	 19	words	jacke	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	rock	  5	  1	  3	  1	  1	 31	 31	 33	  0	31,666667	33
FAUST_1[2014-06]	 19	words	hemd	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	bluse	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	tisch	  6	  0	  2	  5	  4	 13	 13	  0	  0	13,000000	13
FAUST_1[2014-06]	 19	words	stuhl	  6	  1	  2	  5	  4	 13	 49	  0	  0	31,000000	49
FAUST_1[2014-06]	 19	words	schrank	  6	  0	  1	  6	  4	 13	  0	  0	  0	13,000000	13
FAUST_1[2014-06]	 19	words	sofa	  6	  0	  1	  6	  4	 13	  0	  0	  0	13,000000	13
FAUST_1[2014-06]	 19	words	regal	  6	  1	  1	  6	  4	 13	  0	  0	  0	13,000000	13
FAUST_1[2014-06]	 19	words	rose	  7	  0	  1	  6	  4	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 19	words	tulpe	  7	  0	  1	  6	  4	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 19	words	nelke	  7	  0	  1	  6	  4	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 19	words	lilie	  7	  1	  1	  6	  4	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 19	words	veilchen	  7	  0	  3	  4	  4	 10	 64	 64	  0	46,000000	64
FAUST_1[2014-06]	 19	words	fußball	  8	  1	  1	  3	  3	  4	  0	  0	  0	4,000000	4
FAUST_1[2014-06]	 19	words	tennis	  8	  1	  1	  3	  3	 59	  0	  0	  0	59,000000	59
FAUST_1[2014-06]	 19	words	golf	  8	  0	  1	  3	  3	 59	  0	  0	  0	59,000000	59
FAUST_1[2014-06]	 19	words	schwimmen	  8	  0	  0	  4	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	skifahren	  8	  0	  1	  3	  3	  4	  0	  0	  0	4,000000	4
FAUST_1[2014-06]	 19	words	amsel	  9	  0	  1	  5	  3	 48	  0	  0	  0	48,000000	48
FAUST_1[2014-06]	 19	words	schwalbe	  9	  0	  1	  5	  3	 48	  0	  0	  0	48,000000	48
FAUST_1[2014-06]	 19	words	fink	  9	  0	  2	  4	  3	 48	 48	  0	  0	48,000000	48
FAUST_1[2014-06]	 19	words	taube	  9	  0	  2	  4	  3	 17	 48	  0	  0	32,500000	48
FAUST_1[2014-06]	 19	words	meise	  9	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	eiche	 10	  0	  2	  1	  1	 14	 14	  0	  0	14,000000	14
FAUST_1[2014-06]	 19	words	birke	 10	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	tanne	 10	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	weide	 10	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	buche	 10	  0	  1	  2	  1	 64	  0	  0	  0	64,000000	64
FAUST_1[2014-06]	 19	words	lehrer	 11	  0	  1	  7	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	 19	words	arzt	 11	  1	  1	  7	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	 19	words	pfarrer	 11	  0	  4	  4	  4	 20	 20	 35	 35	27,500000	35
FAUST_1[2014-06]	 19	words	polizist	 11	  0	  1	  7	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	 19	words	richter	 11	  0	  1	  7	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	 19	words	forelle	 12	  0	  2	  8	  4	 24	 56	  0	  0	40,000000	56
FAUST_1[2014-06]	 19	words	hering	 12	  1	  2	  8	  4	 24	 56	  0	  0	40,000000	56
FAUST_1[2014-06]	 19	words	lachs	 12	  0	  3	  7	  4	 24	 56	 56	  0	45,333333	56
FAUST_1[2014-06]	 19	words	thunfisch	 12	  0	  2	  8	  4	 24	 56	  0	  0	40,000000	56
FAUST_1[2014-06]	 19	words	makrele	 12	  0	  1	  9	  4	 24	  0	  0	  0	24,000000	24
FAUST_1[2014-06]	 19	words	ameise	 13	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	mücke	 13	  0	  1	  5	  3	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	 19	words	wespe	 13	  0	  1	  5	  3	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	 19	words	biene	 13	  0	  3	  3	  3	 24	 24	 57	  0	35,000000	57
FAUST_1[2014-06]	 19	words	hummel	 13	  0	  1	  5	  3	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	 19	words	posaune	 14	  0	  1	  4	  3	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 19	words	klarinette	 14	  1	  2	  3	  3	 22	 41	  0	  0	31,500000	41
FAUST_1[2014-06]	 19	words	oboe	 14	  0	  1	  4	  3	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 19	words	trompete	 14	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 19	words	flöte	 14	  0	  1	  4	  3	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 19	words	gold	 15	  0	  2	  7	  4	 46	 46	  0	  0	46,000000	46
FAUST_1[2014-06]	 19	words	silber	 15	  0	  1	  8	  4	 46	  0	  0	  0	46,000000	46
FAUST_1[2014-06]	 19	words	eisen	 15	  1	  4	  5	  4	 27	 27	 27	 46	31,750000	46
