material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;mops;46;0;5;2;0;0;0;0;0;0;repeated;lure
words;kugelschreiber;28;3;9;4;15;15;45;0;25;45;repeated_related;target
words;bus;34;3;3;3;21;21;56;0;32,666667;56;repeated;target
words;kaiser;53;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;rose;7;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;polizist;11;1;9;4;38;0;0;0;38;38;related;target
words;rosmarin;25;0;4;2;0;0;0;0;0;0;center;lure
words;schwert;36;3;8;3;17;48;48;0;37,666667;48;repeated_related;target
words;zwilling;39;1;9;4;23;0;0;0;23;23;related;target
words;thunfisch;12;2;6;4;12;44;0;0;28;44;center;target
words;pfannenwender;68;3;3;3;24;41;41;0;35,333333;41;repeated;target
words;kohlenstoff;48;1;11;4;14;0;0;0;14;14;related;target
words;kajal;37;2;6;3;25;43;0;0;34;43;center;target
words;gerste;64;0;2;2;0;0;0;0;0;0;related;lure
words;banane;3;0;2;1;0;0;0;0;0;0;control;lure
words;walzer;62;0;2;2;0;0;0;0;0;0;related;lure
words;jacke;5;0;4;3;0;0;0;0;0;0;related;lure
words;tomaten;2;3;7;3;21;64;64;0;49,666667;64;repeated_related;target
words;vampir;50;0;4;1;0;0;0;0;0;0;repeated;lure
words;ameise;13;1;1;1;40;0;0;0;40;40;control;target
words;hamburger;43;0;5;2;0;0;0;0;0;0;repeated;lure
words;weser;17;0;4;2;0;0;0;0;0;0;center;lure
words;fink;9;1;1;1;52;0;0;0;52;52;control;target
words;fuﬂball;8;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;baumwolle;24;0;3;2;0;0;0;0;0;0;center;lure
words;posaune;14;0;2;2;0;0;0;0;0;0;control;lure
words;stuttgart;16;2;6;3;7;34;0;0;20,5;34;center;target
words;tochter;45;1;1;1;14;0;0;0;14;14;control;target
words;porsche;30;0;2;1;0;0;0;0;0;0;control;lure
words;oper;58;4;3;3;26;26;46;46;36;46;repeated;target
