material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;straßenbahn;34;1;9;4;4;0;0;0;4;4;related;target
words;fähre;35;1;1;1;11;0;0;0;11;11;control;target
words;realschule;20;0;3;2;0;0;0;0;0;0;center;lure
words;vivaldi;51;0;4;2;0;0;0;0;0;0;center;lure
words;gewehr;36;3;8;4;3;35;35;0;24,333333;35;repeated_related;target
words;pommes;43;0;4;2;0;0;0;0;0;0;repeated;lure
words;steinbock;39;4;1;1;10;10;52;52;31;52;repeated;target
words;amsel;9;1;5;3;40;0;0;0;40;40;center;target
words;sicherheitsnadel;70;1;1;1;50;0;0;0;50;50;control;target
words;england;18;0;5;2;0;0;0;0;0;0;repeated;lure
words;mercedes;30;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;eisen;15;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;stunde;71;1;1;1;57;0;0;0;57;57;control;target
words;vampir;50;0;2;2;0;0;0;0;0;0;related;lure
words;lesen;26;0;3;1;0;0;0;0;0;0;control;lure
words;hessen;41;0;3;2;0;0;0;0;0;0;center;lure
words;trauer;44;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;meißel;4;3;8;4;6;43;43;0;30,666667;43;repeated_related;target
words;horrorfilm;59;4;0;0;8;8;33;33;20,5;33;repeated;target
words;apfel;3;3;5;3;7;53;53;0;37,666667;53;center;target
words;kamera;33;2;5;4;54;54;0;0;54;54;center;target
words;kaiser;53;1;9;4;8;0;0;0;8;8;related;target
words;gabel;21;0;2;2;0;0;0;0;0;0;control;lure
words;asien;38;0;4;2;0;0;0;0;0;0;repeated;lure
words;brieföffner;32;3;1;1;23;23;49;0;31,666667;49;repeated;target
words;elbe;17;0;4;3;0;0;0;0;0;0;related;lure
words;tempel;52;0;4;3;0;0;0;0;0;0;related;lure
words;thunfisch;12;3;7;4;23;56;56;0;45;56;repeated_related;target
words;bein;1;0;2;2;0;0;0;0;0;0;control;lure
words;terrier;46;1;10;4;30;0;0;0;30;30;related;target
