material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;wimperntusche;37;4;6;4;14;14;35;35;24,5;35;repeated_related;target
words;handbremse;63;1;10;4;31;0;0;0;31;31;related;target
words;säge;4;3;3;3;24;58;58;0;46,666667;58;repeated;target
words;tochter;45;0;3;3;0;0;0;0;0;0;related;lure
words;magen;42;0;3;2;0;0;0;0;0;0;center;lure
words;donau;17;0;3;3;0;0;0;0;0;0;related;lure
words;birke;10;1;2;1;37;0;0;0;37;37;control;target
words;kohlenstoff;48;2;6;4;30;30;0;0;30;30;center;target
words;drucker;33;1;9;4;9;0;0;0;9;9;related;target
words;beethoven;51;2;6;4;53;53;0;0;53;53;center;target
words;büroklammer;32;1;6;3;28;0;0;0;28;28;center;target
words;hamburger;43;0;2;1;0;0;0;0;0;0;control;lure
words;schwalbe;9;0;3;2;0;0;0;0;0;0;control;lure
words;flöte;14;3;3;3;17;64;64;0;48,333333;64;repeated;target
words;terrier;46;0;4;3;0;0;0;0;0;0;center;lure
words;schrank;6;1;1;1;47;0;0;0;47;47;control;target
words;wassermann;39;0;3;2;0;0;0;0;0;0;center;lure
words;rock;5;1;2;1;48;0;0;0;48;48;control;target
words;präposition;66;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;silber;15;0;7;4;0;0;0;0;0;0;repeated_related;lure
words;forelle;12;0;3;2;0;0;0;0;0;0;control;lure
words;stuttgart;16;3;8;4;2;2;44;0;16;44;repeated_related;target
words;gabel;21;1;9;4;54;0;0;0;54;54;related;target
words;tulpe;7;3;3;3;23;23;39;0;28,333333;39;repeated;target
words;pistole;36;0;5;2;0;0;0;0;0;0;repeated;lure
words;bein;1;0;4;2;0;0;0;0;0;0;repeated;lure
words;walzer;62;0;6;1;0;0;0;0;0;0;repeated;lure
words;dänemark;18;0;7;4;0;0;0;0;0;0;repeated_related;lure
words;venus;60;3;8;4;13;48;48;0;36,333333;48;repeated_related;target
words;rot;49;0;3;3;0;0;0;0;0;0;related;lure
