experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	9	1	12	6	3	1	1	1	1	1	1094	2	1	0	1944	4	1395	cat_4.bmp	cellphone_12.bmp	cellphone_8.bmp	cellphone_4.bmp	cellphone_8.bmp	cellphone_3.bmp	cat_4.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	26	6	3	2	1	1	1	1	1514	2	2	1	1574	3	2419	babycrib_5.bmp	babycrib_5.bmp	carabiner_6.bmp	carabiner_9.bmp	carabiner_5.bmp	babycrib_5.bmp	carabiner_2.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	25	6	3	1	2	1	1	1	1453	1	1	1	1138	4	1749	horseshoe_4.bmp	horseshoe_3.bmp	vase_1.bmp	horseshoe_4.bmp	vase_1.bmp	horseshoe_12.bmp	horseshoe_5.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	8	6	3	2	2	1	1	1	1139	2	1	0	2150	4	1431	garbagecan_8.bmp	doorknob_17.bmp	garbagecan_8.bmp	garbagecan_13.bmp	garbagecan_2.bmp	garbagecan_8.bmp	garbagecan_17.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	5	6	3	1	1	1	1	1	4322	2	2	1	2360	3	2529	watch_14.bmp	powerstrip_14.bmp	powerstrip_8.bmp	powerstrip_10.bmp	powerstrip_7.bmp	watch_14.bmp	powerstrip_10.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	4	6	3	2	1	1	1	1	1383	2	1	0	2866	1	2956	carriage_9.bmp	hairbrush_17.bmp	hairbrush_16.bmp	carriage_9.bmp	hairbrush_7.bmp	hairbrush_15.bmp	carriage_9.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	19	6	3	1	2	1	2	0	3788	2	1	0	1785	2	1319	mic_2.bmp	sink_10.bmp	mic_12.bmp	mic_2.bmp	mic_3.bmp	sink_10.bmp	mic_5.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	2	6	3	2	2	1	1	1	1383	2	2	1	1835	4	1953	trophy_16.bmp	trophy_16.bmp	trophy_15.bmp	trophy_16.bmp	coffee_1.bmp	trophy_14.bmp	trophy_6.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	11	6	3	1	1	1	1	1	3466	2	2	1	2222	2	1748	tricycle_8.bmp	wig_6.bmp	wig_1.bmp	wig_9.bmp	wig_12.bmp	tricycle_8.bmp	wig_1.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	27	6	3	2	1	1	1	1	1412	2	1	0	1141	1	3873	trumpet_3.bmp	bowlingpin_4.bmp	bowlingpin_3.bmp	trumpet_3.bmp	bowlingpin_1.bmp	trumpet_3.bmp	bowlingpin_13.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	22	6	3	1	2	1	1	1	1119	1	2	0	2334	3	1707	saltpeppershake_2.bmp	saltpeppershake_8.bmp	backpack_16.bmp	saltpeppershake_2.bmp	backpack_16.bmp	saltpeppershake_12.bmp	saltpeppershake_17.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	30	6	3	2	2	1	2	0	1719	1	1	1	1217	1	2377	rollerskates_2.bmp	plant_13.bmp	rollerskates_5.bmp	rollerskates_8.bmp	rollerskates_2.bmp	rollerskates_17.bmp	rollerskates_2.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	9	6	3	1	1	2	2	1	2597	1	2	0	2510	2	2210	skateboard_16.bmp	windchime_16.bmp	skateboard_15.bmp	windchime_3.bmp	windchime_6.bmp	windchime_16.bmp	windchime_10.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	16	6	3	2	1	2	1	0	1054	2	1	0	1941	3	1461	cheesegrater_14.bmp	highchair_15.bmp	highchair_4.bmp	highchair_3.bmp	cheesegrater_15.bmp	highchair_10.bmp	cheesegrater_15.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	7	6	3	1	2	2	2	1	1494	1	1	1	2223	4	3421	pasta_9.bmp	pasta_13.bmp	pasta_11.bmp	pasta_15.bmp	cherubstatue_6.bmp	pasta_10.bmp	cherubstatue_6.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	20	6	3	2	2	2	2	1	1455	2	1	0	1885	3	2243	trunk_3.bmp	trunk_2.bmp	trunk_1.bmp	trunk_5.bmp	trunk_7.bmp	goggle_1.bmp	trunk_1.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	17	6	3	1	1	2	2	1	1169	1	2	0	1139	3	2011	remote_2.bmp	abacus_4.bmp	abacus_2.bmp	remote_13.bmp	abacus_7.bmp	abacus_4.bmp	abacus_6.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	28	6	3	2	1	2	2	1	1638	2	2	1	2119	3	1672	glove_12.bmp	glove_15.bmp	bagel_12.bmp	bagel_16.bmp	glove_15.bmp	bagel_14.bmp	bagel_4.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	21	6	3	1	2	2	1	0	1393	1	1	1	1717	1	4099	orifan_7.bmp	orifan_6.bmp	orifan_1.bmp	orifan_14.bmp	printer_1.bmp	orifan_17.bmp	printer_1.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	14	6	3	2	2	2	2	1	2963	1	2	0	2384	2	1445	leatherman_10.bmp	leatherman_14.bmp	leatherman_7.bmp	leatherman_5.bmp	ring_12.bmp	leatherman_14.bmp	leatherman_2.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	15	6	3	1	1	2	2	1	62	-1	2	0	0	1	5454	easteregg_17.bmp	rusdoll_5.bmp	rusdoll_8.bmp	rusdoll_3.bmp	easteregg_14.bmp	rusdoll_8.bmp	rusdoll_1.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	6	6	3	2	1	2	1	0	1130	2	2	1	1902	4	1451	fan_11.bmp	fan_15.bmp	jacket_7.bmp	jacket_10.bmp	fan_15.bmp	jacket_6.bmp	jacket_13.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	18	6	3	1	2	2	2	1	2962	2	2	1	2014	2	1747	glasses_8.bmp	glasses_9.bmp	chair_2.bmp	glasses_13.bmp	chair_2.bmp	glasses_6.bmp	glasses_15.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	23	6	3	2	2	2	1	0	1200	2	2	1	1382	1	1172	lawnmower_13.bmp	circuitboard_4.bmp	lawnmower_3.bmp	lawnmower_17.bmp	lawnmower_8.bmp	lawnmower_15.bmp	lawnmower_3.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	10	6	3	1	1	3	2	1	1596	2	1	0	2653	3	3251	laptop_14.bmp	tv_4.bmp	tv_5.bmp	tv_16.bmp	tv_7.bmp	tv_16.bmp	shredder_1.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	13	6	3	2	1	3	2	1	1351	2	1	0	1774	4	1759	socks_12.bmp	iceskates_9.bmp	iceskates_14.bmp	scooter_10.bmp	iceskates_5.bmp	iceskates_16.bmp	scooter_10.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	32	6	3	1	1	3	2	1	1029	1	1	1	773	4	1993	hairdryer_2.bmp	camera_9.bmp	camera_4.bmp	camera_3.bmp	watergun_9.bmp	camera_6.bmp	camera_9.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
FAUST_1[2014-06]	9	1	24	6	3	2	1	3	2	1	913	2	1	0	1689	3	1721	turtle_7.bmp	hammer_11.bmp	hammer_17.bmp	hammer_6.bmp	doorknocker_11.bmp	hammer_8.bmp	doorknocker_11.bmp	27	1	1	1	1	BIBLIOTHEKSWESEN
