material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;rumba;62;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;vampir;50;0;4;3;0;0;0;0;0;0;related;lure
words;merkur;60;0;4;2;0;0;0;0;0;0;repeated;lure
words;graf;53;0;3;2;0;0;0;0;0;0;center;lure
words;birne;3;2;4;3;14;45;0;0;29,5;45;center;target
words;nähnadel;70;2;4;3;25;25;0;0;25;25;center;target
words;seide;24;3;8;4;27;57;57;0;47;57;repeated_related;target
words;hand;1;3;3;3;7;64;64;0;45;64;repeated;target
words;tisch;6;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;opium;54;0;3;2;0;0;0;0;0;0;center;lure
words;bohnen;2;4;3;3;6;6;44;44;25;44;repeated;target
words;biologie;19;4;6;4;14;14;36;36;25;36;repeated_related;target
words;mozart;51;0;5;2;0;0;0;0;0;0;repeated;lure
words;flöte;14;3;4;3;2;61;61;0;41,333333;61;center;target
words;hauptschule;20;0;4;2;0;0;0;0;0;0;repeated;lure
words;ameise;13;1;9;4;3;0;0;0;3;3;related;target
words;magen;42;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;fink;9;0;3;2;0;0;0;0;0;0;control;lure
words;thüringen;41;0;4;3;0;0;0;0;0;0;related;lure
words;vater;45;0;2;1;0;0;0;0;0;0;control;lure
words;flasche;31;3;8;3;22;48;48;0;39,333333;48;repeated_related;target
words;italien;18;1;9;4;51;0;0;0;51;51;related;target
words;masern;22;4;0;0;8;8;38;38;23;38;repeated;target
words;panther;40;0;3;2;0;0;0;0;0;0;center;lure
words;kupplung;63;1;1;1;57;0;0;0;57;57;control;target
words;forelle;12;0;4;3;0;0;0;0;0;0;related;lure
words;bronze;15;1;9;4;4;0;0;0;4;4;related;target
words;fernsehen;27;0;2;1;0;0;0;0;0;0;control;lure
words;mops;46;1;1;1;20;0;0;0;20;20;control;target
words;gabel;21;1;1;1;6;0;0;0;6;6;control;target
