material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;niere;42;0;4;3;0;0;0;0;0;0;related;lure
words;thüringen;41;0;4;2;0;0;0;0;0;0;repeated;lure
words;pizza;43;3;0;0;2;39;39;0;26,666667;39;repeated;target
words;schreiben;26;1;1;1;25;0;0;0;25;25;control;target
words;majoran;25;1;10;4;43;0;0;0;43;43;related;target
words;verb;66;0;3;3;0;0;0;0;0;0;related;lure
words;wimperntusche;37;0;4;2;0;0;0;0;0;0;repeated;lure
words;spinat;2;3;0;0;24;24;33;0;27;33;repeated;target
words;posaune;14;0;3;1;0;0;0;0;0;0;control;lure
words;baumwolle;24;3;8;4;2;2;49;0;17,666667;49;repeated_related;target
words;schütze;39;0;4;2;0;0;0;0;0;0;repeated;lure
words;computer;33;0;2;1;0;0;0;0;0;0;control;lure
words;büroklammer;32;0;3;2;0;0;0;0;0;0;center;lure
words;südamerika;38;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;diesel;29;3;5;3;27;51;51;0;43;51;center;target
words;porsche;30;1;10;4;35;0;0;0;35;35;related;target
words;handbremse;63;0;11;4;0;0;0;0;0;0;repeated_related;lure
words;forelle;12;0;2;2;0;0;0;0;0;0;control;lure
words;ameise;13;2;5;3;1;54;0;0;27,5;54;center;target
words;straßenbahn;34;3;8;4;23;23;51;0;32,333333;51;repeated_related;target
words;rock;5;0;3;2;0;0;0;0;0;0;center;lure
words;filzstift;28;0;4;3;0;0;0;0;0;0;related;lure
words;arm;1;4;6;4;5;5;58;58;31,5;58;repeated_related;target
words;rhein;17;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;stickstoff;48;1;1;1;21;0;0;0;21;21;control;target
words;kaiser;53;2;5;4;10;10;0;0;10;10;center;target
words;glas;31;4;3;3;22;22;52;52;37;52;repeated;target
words;lehrer;11;1;8;4;14;0;0;0;14;14;related;target
words;chachacha;62;0;4;2;0;0;0;0;0;0;center;lure
words;dollar;47;1;1;1;43;0;0;0;43;43;control;target
