material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Pear16.bmp;34;0;3;2;0;0;0;0;0;0;related;lure
migo;Scissors23.bmp;38;1;8;4;11;0;0;0;11;11;related;target
migo;Key11.bmp;25;0;2;2;0;0;0;0;0;0;control;lure
migo;Shell18.bmp;40;3;0;0;9;9;43;0;20,333333;43;repeated;target
migo;Onion19.bmp;32;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Stapler6.bmp;41;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Hand17.bmp;21;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Holly20.bmp;23;1;1;1;21;0;0;0;21;21;control;target
migo;Pen20.bmp;35;3;0;0;17;17;25;0;19,666667;25;repeated;target
migo;Umbrella19.bmp;49;1;5;3;9;0;0;0;9;9;center;target
migo;Daff3.bmp;14;0;4;2;0;0;0;0;0;0;center;lure
migo;Flower13.bmp;16;0;3;2;0;0;0;0;0;0;control;lure
migo;Paperclip13.bmp;33;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Present14.bmp;37;2;4;3;13;39;0;0;26;39;center;target
migo;Keys5.bmp;26;3;7;4;19;39;39;0;32,333333;39;repeated_related;target
migo;Strawberry18.bmp;43;0;3;2;0;0;0;0;0;0;center;lure
migo;Ginger10.bmp;19;1;8;3;15;0;0;0;15;15;related;target
migo;Chocolate6.bmp;12;4;6;4;12;12;31;31;21,5;31;repeated_related;target
migo;Mushroom14.bmp;30;0;3;2;0;0;0;0;0;0;related;lure
migo;Feather12.bmp;15;1;2;2;5;0;0;0;5;5;control;target
