material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;werwolf;50;3;0;0;14;14;55;0;27,666667;55;repeated;target
words;haschisch;54;1;5;3;43;0;0;0;43;43;center;target
words;schweiz;18;4;0;0;32;32;49;49;40,5;49;repeated;target
words;sekunde;71;0;3;2;0;0;0;0;0;0;center;lure
words;baumwolle;24;0;2;2;0;0;0;0;0;0;control;lure
words;tisch;6;1;9;4;41;0;0;0;41;41;related;target
words;main;17;3;0;0;29;29;50;0;36;50;repeated;target
words;tomaten;2;1;2;1;37;0;0;0;37;37;control;target
words;döner;43;0;4;2;0;0;0;0;0;0;repeated;lure
words;panther;40;0;3;2;0;0;0;0;0;0;related;lure
words;pflaume;3;1;5;3;53;0;0;0;53;53;center;target
words;schmecken;65;3;8;4;9;9;51;0;23;51;repeated_related;target
words;halma;57;3;8;4;23;34;34;0;30,333333;34;repeated_related;target
words;brandenburg;41;0;3;2;0;0;0;0;0;0;center;lure
words;kohlenstoff;48;0;3;3;0;0;0;0;0;0;related;lure
words;saturn;60;1;5;3;26;0;0;0;26;26;center;target
words;chemie;19;0;3;2;0;0;0;0;0;0;control;lure
words;masern;22;0;3;2;0;0;0;0;0;0;related;lure
words;arzt;11;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;gold;15;0;5;1;0;0;0;0;0;0;repeated;lure
words;berlin;16;1;1;1;46;0;0;0;46;46;control;target
words;fähre;35;4;7;4;19;19;55;55;37;55;repeated_related;target
words;nelke;7;1;9;4;32;0;0;0;32;32;related;target
words;kirche;52;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;niere;42;1;9;4;24;0;0;0;24;24;related;target
words;diesel;29;1;1;1;25;0;0;0;25;25;control;target
words;see;67;0;2;2;0;0;0;0;0;0;control;lure
words;tango;62;0;5;3;0;0;0;0;0;0;repeated;lure
words;pfannenwender;68;0;3;2;0;0;0;0;0;0;center;lure
words;zwilling;39;0;8;4;0;0;0;0;0;0;repeated_related;lure
