experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	104	1	9	5	3	1	1	1	2	0	1718	2	1	0	3458	1	5212	orifan_6.bmp	coffee_15.bmp	orifan_6.bmp	coffee_1.bmp	coffee_14.bmp	coffee_15.bmp	coffee_7.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	30	5	3	2	1	1	1	1	2148	1	2	0	2724	3	2616	chair_2.bmp	cat_9.bmp	cat_5.bmp	chair_2.bmp	cat_4.bmp	chair_2.bmp	cat_10.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	5	5	3	1	2	1	1	1	2359	-1	2	0	0	4	4771	beanbagchair_14.bmp	goggle_4.bmp	beanbagchair_15.bmp	beanbagchair_14.bmp	beanbagchair_17.bmp	goggle_4.bmp	beanbagchair_3.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	11	5	3	2	2	1	1	1	1886	2	2	1	3142	3	2278	horseshoe_4.bmp	horseshoe_12.bmp	horseshoe_6.bmp	horseshoe_5.bmp	horseshoe_4.bmp	trunk_7.bmp	horseshoe_4.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	10	5	3	1	1	1	2	0	2219	2	2	1	2937	2	2119	highchair_15.bmp	circuitboard_2.bmp	circuitboard_4.bmp	circuitboard_2.bmp	circuitboard_16.bmp	circuitboard_13.bmp	highchair_15.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	27	5	3	2	1	1	2	0	1085	-1	1	0	0	2	1601	parfait_4.bmp	birdhouse_14.bmp	birdhouse_6.bmp	parfait_4.bmp	birdhouse_7.bmp	birdhouse_9.bmp	parfait_4.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	18	5	3	1	2	1	1	1	2260	2	2	1	1951	2	2677	backpack_16.bmp	laptop_7.bmp	backpack_16.bmp	backpack_6.bmp	backpack_10.bmp	backpack_12.bmp	laptop_7.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	26	5	3	2	2	1	2	0	1883	-1	1	0	0	3	1385	skateboard_3.bmp	skateboard_15.bmp	skateboard_3.bmp	tricycle_2.bmp	skateboard_3.bmp	skateboard_11.bmp	skateboard_16.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	24	5	3	1	1	1	2	0	2507	1	1	1	1676	2	2791	fan_11.bmp	flashlight_13.bmp	flashlight_2.bmp	flashlight_17.bmp	flashlight_1.bmp	fan_11.bmp	flashlight_2.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	12	5	3	2	1	1	1	1	1919	1	1	1	2523	3	2553	saddle_4.bmp	carabiner_9.bmp	saddle_4.bmp	carabiner_6.bmp	carabiner_7.bmp	saddle_4.bmp	carabiner_5.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	32	5	3	1	2	1	2	0	1875	1	2	0	2535	4	2265	router_12.bmp	router_7.bmp	wig_9.bmp	router_5.bmp	wig_9.bmp	router_12.bmp	router_16.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	17	5	3	2	2	1	2	0	4883	2	2	1	2150	1	3660	mic_12.bmp	mic_10.bmp	mic_12.bmp	mic_5.bmp	jacket_6.bmp	mic_12.bmp	mic_2.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	31	5	3	1	1	2	2	1	3858	1	1	1	1580	3	3442	bowlingpin_13.bmp	speaker_15.bmp	bowlingpin_4.bmp	speaker_6.bmp	speaker_4.bmp	speaker_10.bmp	speaker_6.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	3	5	3	2	1	2	2	1	1967	1	1	1	2935	2	2308	doorknob_2.bmp	doorknob_14.bmp	windchime_16.bmp	windchime_6.bmp	windchime_3.bmp	windchime_10.bmp	doorknob_14.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	16	5	3	1	2	2	2	1	1321	-1	1	0	0	2	3131	vase_1.bmp	rusdoll_8.bmp	vase_15.bmp	vase_6.bmp	vase_13.bmp	vase_5.bmp	rusdoll_8.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	13	5	3	2	2	2	2	1	1271	1	1	1	3168	3	3768	rollerskates_2.bmp	cellphone_8.bmp	rollerskates_8.bmp	rollerskates_5.bmp	rollerskates_7.bmp	rollerskates_17.bmp	rollerskates_7.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	20	5	3	1	1	2	2	1	1391	1	1	1	2806	2	4961	watch_3.bmp	watch_7.bmp	glasses_9.bmp	glasses_6.bmp	glasses_9.bmp	glasses_8.bmp	glasses_15.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	25	5	3	2	1	2	2	1	994	1	1	1	1835	4	1784	saltpeppershake_12.bmp	plant_8.bmp	saltpeppershake_9.bmp	plant_2.bmp	plant_13.bmp	saltpeppershake_9.bmp	plant_5.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	29	5	3	1	2	2	2	1	1833	2	2	1	2539	2	2178	hairdryer_14.bmp	abacus_15.bmp	hairdryer_12.bmp	abacus_15.bmp	hairdryer_7.bmp	hairdryer_13.bmp	hairdryer_2.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	19	5	3	2	2	2	2	1	1907	-1	1	0	0	1	2795	shredder_1.bmp	shredder_6.bmp	shredder_7.bmp	shredder_6.bmp	shredder_15.bmp	camera_4.bmp	shredder_5.bmp	48	1	1	1	2	PSYCHOLOGIE
FAUST_1[2014-06]	104	1	14	5	3	1	1	2	2	1	1687	2	2	1	3210	3	2389	videogamecontroller_11.bmp	leatherman_14.bmp	leatherman_10.bmp	videogamecontroller_5.bmp	leatherman_2.bmp	leatherman_7.bmp	leatherman_2.bmp	48	1	1	1	2	PSYCHOLOGIE
