material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;camera_3.bmp;9;3;8;4;26;45;45;0;38,666667;45;repeated_related;target
brady;sofa_12.bmp;59;0;4;3;0;0;0;0;0;0;related;lure
brady;windchime_6.bmp;72;0;4;2;0;0;0;0;0;0;center;lure
brady;powerstrip_13.bmp;44;0;3;2;0;0;0;0;0;0;related;lure
brady;birdhouse_6.bmp;6;1;2;1;26;0;0;0;26;26;control;target
brady;carriage_2.bmp;11;2;5;3;4;58;0;0;31;58;center;target
brady;printer_3.bmp;45;4;1;1;6;6;37;37;21,5;37;repeated;target
brady;laptop_10.bmp;36;0;4;2;0;0;0;0;0;0;repeated;lure
brady;pasta_13.bmp;42;2;5;4;60;60;0;0;60;60;center;target
brady;iceskates_7.bmp;34;3;3;3;5;44;44;0;31;44;repeated;target
brady;fan_17.bmp;22;0;7;4;0;0;0;0;0;0;repeated_related;lure
brady;cellphone_4.bmp;13;1;9;4;11;0;0;0;11;11;related;target
brady;garbagecan_13.bmp;24;0;5;2;0;0;0;0;0;0;repeated;lure
brady;watergun_7.bmp;70;0;3;2;0;0;0;0;0;0;center;lure
brady;glove_12.bmp;26;0;3;2;0;0;0;0;0;0;control;lure
brady;circuitboard_8.bmp;17;1;1;1;53;0;0;0;53;53;control;target
brady;doorknob_17.bmp;19;1;9;4;21;0;0;0;21;21;related;target
brady;leatherman_2.bmp;38;0;4;2;0;0;0;0;0;0;repeated;lure
brady;rusdoll_3.bmp;50;0;2;1;0;0;0;0;0;0;control;lure
brady;shredder_15.bmp;55;0;3;2;0;0;0;0;0;0;related;lure
brady;coffee_1.bmp;18;2;5;4;3;3;0;0;3;3;center;target
brady;hammer_8.bmp;31;1;10;4;9;0;0;0;9;9;related;target
brady;bowlingpin_1.bmp;7;3;9;4;30;30;34;0;31,333333;34;repeated_related;target
brady;mic_5.bmp;39;3;3;3;24;24;61;0;36,333333;61;repeated;target
brady;cherubstatue_11.bmp;16;3;8;4;31;31;38;0;33,333333;38;repeated_related;target
brady;scooter_11.bmp;53;0;4;2;0;0;0;0;0;0;center;lure
brady;easteregg_14.bmp;21;1;2;1;45;0;0;0;45;45;control;target
brady;abacus_15.bmp;1;0;3;2;0;0;0;0;0;0;control;lure
brady;babycrib_2.bmp;2;0;7;4;0;0;0;0;0;0;repeated_related;lure
brady;flashlight_13.bmp;23;0;9;4;0;0;0;0;0;0;repeated_related;lure
