experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 31	words	bein	  1	  0	  1	  6	  4	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	 31	words	arm	  1	  1	  1	  6	  4	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	 31	words	kopf	  1	  0	  2	  5	  4	 25	 25	  0	  0	25,000000	25
FAUST_1[2014-06]	 31	words	hand	  1	  0	  1	  6	  4	 25	  0	  0	  0	25,000000	25
FAUST_1[2014-06]	 31	words	fuß	  1	  1	  2	  5	  4	 25	 38	  0	  0	31,500000	38
FAUST_1[2014-06]	 31	words	spinat	  2	  0	  1	  5	  3	 32	  0	  0	  0	32,000000	32
FAUST_1[2014-06]	 31	words	bohnen	  2	  0	  1	  5	  3	 32	  0	  0	  0	32,000000	32
FAUST_1[2014-06]	 31	words	tomaten	  2	  1	  2	  4	  3	 32	 45	  0	  0	38,500000	45
FAUST_1[2014-06]	 31	words	blumenkohl	  2	  0	  2	  4	  3	 32	 45	  0	  0	38,500000	45
FAUST_1[2014-06]	 31	words	karotten	  2	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	banane	  3	  0	  2	  8	  3	 31	 40	  0	  0	35,500000	40
FAUST_1[2014-06]	 31	words	apfel	  3	  0	  3	  7	  3	 31	 40	 40	  0	37,000000	40
FAUST_1[2014-06]	 31	words	birne	  3	  0	  2	  8	  3	 31	 40	  0	  0	35,500000	40
FAUST_1[2014-06]	 31	words	pflaume	  3	  0	  0	 10	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	erdbeere	  3	  0	  3	  7	  3	 31	 31	 40	  0	34,000000	40
FAUST_1[2014-06]	 31	words	hammer	  4	  0	  1	  3	  2	 31	  0	  0	  0	31,000000	31
FAUST_1[2014-06]	 31	words	säge	  4	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	meißel	  4	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	bohrer	  4	  0	  2	  2	  2	 61	 61	  0	  0	61,000000	61
FAUST_1[2014-06]	 31	words	zange	  4	  1	  1	  3	  2	 31	  0	  0	  0	31,000000	31
FAUST_1[2014-06]	 31	words	hose	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	jacke	  5	  0	  3	  1	  1	  6	 49	 49	  0	34,666667	49
FAUST_1[2014-06]	 31	words	rock	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	hemd	  5	  1	  1	  3	  1	 49	  0	  0	  0	49,000000	49
FAUST_1[2014-06]	 31	words	bluse	  5	  0	  0	  4	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	tisch	  6	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	stuhl	  6	  0	  1	  6	  3	 30	  0	  0	  0	30,000000	30
FAUST_1[2014-06]	 31	words	schrank	  6	  0	  1	  6	  3	 30	  0	  0	  0	30,000000	30
FAUST_1[2014-06]	 31	words	sofa	  6	  1	  4	  3	  3	 30	 30	 30	 50	35,000000	50
FAUST_1[2014-06]	 31	words	regal	  6	  0	  1	  6	  3	 30	  0	  0	  0	30,000000	30
FAUST_1[2014-06]	 31	words	rose	  7	  1	  1	  2	  1	 42	  0	  0	  0	42,000000	42
FAUST_1[2014-06]	 31	words	tulpe	  7	  0	  2	  1	  1	  5	  5	  0	  0	5,000000	5
FAUST_1[2014-06]	 31	words	nelke	  7	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	lilie	  7	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	veilchen	  7	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	fußball	  8	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 31	words	tennis	  8	  0	  3	  4	  3	 13	 58	 58	  0	43,000000	58
FAUST_1[2014-06]	 31	words	golf	  8	  0	  1	  6	  3	 13	  0	  0	  0	13,000000	13
FAUST_1[2014-06]	 31	words	schwimmen	  8	  0	  2	  5	  3	 13	 13	  0	  0	13,000000	13
FAUST_1[2014-06]	 31	words	skifahren	  8	  0	  1	  6	  3	 13	  0	  0	  0	13,000000	13
FAUST_1[2014-06]	 31	words	amsel	  9	  0	  1	  6	  4	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	 31	words	schwalbe	  9	  0	  1	  6	  4	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	 31	words	fink	  9	  0	  3	  4	  4	  2	  2	 58	  0	20,666667	58
FAUST_1[2014-06]	 31	words	taube	  9	  1	  1	  6	  4	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	 31	words	meise	  9	  0	  1	  6	  4	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	 31	words	eiche	 10	  0	  2	  6	  4	 11	 37	  0	  0	24,000000	37
FAUST_1[2014-06]	 31	words	birke	 10	  0	  2	  6	  4	 11	 37	  0	  0	24,000000	37
FAUST_1[2014-06]	 31	words	tanne	 10	  0	  1	  7	  4	 37	  0	  0	  0	37,000000	37
FAUST_1[2014-06]	 31	words	weide	 10	  0	  1	  7	  4	 11	  0	  0	  0	11,000000	11
