experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	123	-1	3	migo	2	2	target	1	1	3543	4	2515	Onion18.bmp	32	3	8	4	9	23	23	0	18,000000	23	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	1	lure	2	1	1664	2	1152	Bracelet18.bmp	4	0	4	1	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	1	lure	1	0	1913	1	932	Screw13.bmp	39	0	5	1	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	2	lure	1	0	1515	2	1194	Daff1.bmp	14	0	3	3	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	1	lure	2	1	1749	1	1242	Toothbrush10.bmp	48	0	2	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	2	target	1	1	1430	3	1009	Bag3.bmp	2	1	8	4	2	0	0	0	2,000000	2	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	2	target	1	1	994	4	1212	Star17.bmp	42	3	8	4	3	3	44	0	16,000000	44	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	3	3	lure	1	0	1628	3	934	Pen17.bmp	35	0	3	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	1	target	2	0	1692	3	2240	Keys7.bmp	26	1	1	1	20	0	0	0	20,000000	20	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	1	target	1	1	1699	2	658	Stapler10.bmp	41	3	0	0	3	24	24	0	17,000000	24	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	3	3	target	1	1	1099	2	1133	Lipstick15.bmp	28	3	5	3	22	32	32	0	28,000000	32	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	1	lure	2	1	1248	1	871	Key13.bmp	25	0	5	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	3	3	target	1	1	1051	3	808	Man24.bmp	29	2	5	4	10	10	0	0	10,000000	10	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	2	target	1	1	1081	2	668	Car13.bmp	10	1	9	4	4	0	0	0	4,000000	4	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	1	target	1	1	1135	2	839	Nut11.bmp	31	1	1	1	39	0	0	0	39,000000	39	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	2	lure	2	1	1357	1	1009	Paperclip6.bmp	33	0	8	4	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	3	3	lure	2	1	1642	2	943	Varnish11.bmp	50	0	4	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	1	2	lure	1	0	1395	1	879	Ginger3.bmp	19	0	3	3	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	2	lure	1	0	1682	1	841	Mushroom14.bmp	30	0	8	4	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	migo	2	1	target	1	1	1156	4	996	Brocolli4.bmp	5	4	0	0	8	8	33	33	20,000000	33	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	2	target	1	1	1863	4	1106	garbagecan_17.bmp	24	3	8	4	18	18	57	0	31,000000	57	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	3	3	lure	1	0	1038	3	871	hammer_8.bmp	31	0	3	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	2	target	1	1	1442	1	905	ring_12.bmp	47	1	9	4	23	0	0	0	23,000000	23	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	1	target	1	1	1080	4	1092	glasses_15.bmp	25	3	0	0	26	26	47	0	33,000000	47	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	2	target	1	1	2159	4	1141	sink_15.bmp	56	1	9	4	53	0	0	0	53,000000	53	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	2	lure	1	0	1388	2	1155	remote_11.bmp	46	0	2	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	2	target	1	1	1539	3	852	carabiner_5.bmp	10	3	7	4	8	56	56	0	40,000000	56	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	3	3	target	1	1	1318	3	1219	watch_7.bmp	69	2	4	3	49	49	0	0	49,000000	49	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	2	lure	1	0	1245	4	850	doorknocker_2.bmp	20	0	4	3	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	2	lure	1	0	1752	2	1085	coffee_14.bmp	18	0	9	4	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	3	3	lure	1	0	3663	1	804	speaker_15.bmp	60	0	4	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	1	lure	2	1	1451	3	1842	camera_3.bmp	9	0	3	1	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	1	target	1	1	1047	3	870	circuitboard_8.bmp	17	3	1	1	13	54	54	0	40,000000	54	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	2	lure	1	0	1397	1	1233	socks_13.bmp	58	0	4	3	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	2	lure	1	0	1670	4	661	babycrib_5.bmp	2	0	7	4	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	1	lure	2	1	4015	2	762	pasta_10.bmp	42	0	4	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	1	target	1	1	1218	1	845	highchair_15.bmp	32	1	1	1	52	0	0	0	52,000000	52	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	1	lure	2	1	3812	3	1137	tv_16.bmp	66	0	4	1	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	1	target	2	0	3045	2	1271	guitar_8.bmp	28	1	1	1	61	0	0	0	61,000000	61	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	3	3	target	1	1	2134	4	1037	windchime_15.bmp	72	2	5	3	27	27	0	0	27,000000	27	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	1	lure	1	0	1225	1	1005	videogamecontroller_11.bmp	68	0	6	1	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	1	lure	1	0	1393	4	1069	laptop_10.bmp	36	0	2	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	1	target	1	1	1069	4	1573	shoe_9.bmp	54	3	1	1	4	43	43	0	30,000000	43	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	3	3	target	1	1	1081	4	1015	beanbagchair_3.bmp	5	1	5	3	43	0	0	0	43,000000	43	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	1	target	1	1	1316	1	1160	hairbrush_17.bmp	29	1	1	1	51	0	0	0	51,000000	51	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	1	lure	2	1	1360	3	997	trophy_15.bmp	62	0	3	1	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	3	3	lure	1	0	913	3	920	orifan_6.bmp	40	0	3	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	2	target	1	1	1125	4	852	parfait_1.bmp	41	3	7	4	10	40	40	0	30,000000	40	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	1	2	target	1	1	1306	3	779	powerstrip_13.bmp	44	1	9	4	37	0	0	0	37,000000	37	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	brady	2	2	lure	2	1	1588	1	1345	trunk_1.bmp	64	0	8	4	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	2	1	target	1	1	1238	4	967	werwolf	50	3	0	0	14	14	55	0	27,000000	55	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	3	3	target	1	1	931	4	855	haschisch	54	1	5	3	43	0	0	0	43,000000	43	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	2	1	target	1	1	801	4	949	schweiz	18	4	0	0	32	32	49	49	40,000000	49	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	3	3	lure	1	0	1002	1	1502	sekunde	71	0	3	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	1	1	lure	2	1	2003	1	1061	baumwolle	24	0	2	2	0	0	0	0	0,000000	0	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	1	2	target	1	1	1492	2	915	tisch	6	1	9	4	41	0	0	0	41,000000	41	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
FAUST_1[2014-06]	123	-1	3	words	2	1	target	2	0	1543	1	909	main	17	3	0	0	29	29	50	0	36,000000	50	23	1	1	1	1	ROMANISTIKSPANISCHGEOGRAPHIE
