experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	21	1	6	4	2	1	1	1	1	1	4623	1	1	1	1406	3	6478	Ginger10.bmp	Sweet22.bmp	Sweet1.bmp	Sweet10.bmp	Ginger10.bmp	Sweet10.bmp	Sweet18.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	4	4	2	2	1	1	1	1	2039	2	2	1	2228	4	1692	Hand10.bmp	Candle13.bmp	Candle17.bmp	Hand10.bmp	Candle10.bmp	Hand10.bmp	Candle1.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	3	4	2	1	2	1	2	0	1342	1	1	1	1672	1	8904	Daff9.bmp	Daff21.bmp	Daff1.bmp	Daff9.bmp	Star19.bmp	Daff3.bmp	Star19.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	19	4	2	2	2	1	1	1	1425	1	1	1	1849	4	1543	Cake25.bmp	Cake18.bmp	Cake16.bmp	Cake25.bmp	Present14.bmp	Cake25.bmp	Cake24.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	20	4	2	1	1	1	2	0	2334	2	1	0	2068	3	2275	Screw18.bmp	Feather12.bmp	Feather11.bmp	Feather2.bmp	Feather18.bmp	Feather11.bmp	Screw18.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	17	4	2	2	1	1	1	1	1020	1	1	1	2143	4	1156	Button20.bmp	Leaf10.bmp	Leaf22.bmp	Leaf13.bmp	Button20.bmp	Leaf15.bmp	Button20.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	10	4	2	1	2	1	1	1	2327	2	2	1	2361	3	1769	Holly11.bmp	Paperclip9.bmp	Holly11.bmp	Holly20.bmp	Holly14.bmp	Paperclip9.bmp	Holly17.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	15	4	2	2	2	1	1	1	1134	2	2	1	1088	3	1723	Shell17.bmp	Jigsaw11.bmp	Shell9.bmp	Shell17.bmp	Shell18.bmp	Shell1.bmp	Shell17.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	13	4	2	1	1	2	1	0	1146	2	2	1	1679	3	1709	Hanger2.bmp	Hanger15.bmp	Flower17.bmp	Flower18.bmp	Flower13.bmp	Flower14.bmp	Flower18.bmp	20	1	1	1	1	MEDIZIN
FAUST_1[2014-06]	21	1	2	4	2	2	1	2	1	0	3193	1	1	1	1943	3	1703	Chilli11.bmp	Glass4.bmp	Glass16.bmp	Chilli12.bmp	Glass19.bmp	Chilli12.bmp	Glass3.bmp	20	1	1	1	1	MEDIZIN
