material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;powerstrip_14.bmp;44;0;2;2;0;0;0;0;0;0;control;lure
brady;scooter_8.bmp;53;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;tricycle_10.bmp;61;0;3;3;0;0;0;0;0;0;related;lure
brady;hairbrush_17.bmp;29;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;router_12.bmp;49;3;8;4;13;13;39;0;21,666667;39;repeated_related;target
brady;glasses_13.bmp;25;0;4;1;0;0;0;0;0;0;control;lure
brady;flashlight_12.bmp;23;0;4;1;0;0;0;0;0;0;control;lure
brady;bowlingpin_1.bmp;7;0;3;2;0;0;0;0;0;0;center;lure
brady;circuitboard_16.bmp;17;3;3;3;2;62;62;0;42;62;repeated;target
brady;trumpet_17.bmp;63;1;9;4;43;0;0;0;43;43;related;target
brady;jacket_10.bmp;35;0;4;2;0;0;0;0;0;0;repeated;lure
brady;tv_8.bmp;66;4;3;3;9;9;64;64;36,5;64;repeated;target
brady;glove_12.bmp;26;1;1;1;58;0;0;0;58;58;control;target
brady;goggle_1.bmp;27;1;9;4;25;0;0;0;25;25;related;target
brady;rusdoll_5.bmp;50;0;3;3;0;0;0;0;0;0;related;lure
brady;iceskates_5.bmp;34;1;8;4;50;0;0;0;50;50;related;target
brady;highchair_4.bmp;32;0;3;2;0;0;0;0;0;0;center;lure
brady;guitar_5.bmp;28;1;1;1;1;0;0;0;1;1;control;target
brady;coffee_14.bmp;18;0;4;3;0;0;0;0;0;0;related;lure
brady;saddle_4.bmp;51;1;5;3;35;0;0;0;35;35;center;target
brady;shoe_17.bmp;54;3;8;4;15;15;57;0;29;57;repeated_related;target
brady;remote_11.bmp;46;0;5;2;0;0;0;0;0;0;repeated;lure
brady;trophy_16.bmp;62;2;6;4;16;38;0;0;27;38;center;target
brady;doorknob_14.bmp;19;3;7;3;20;20;55;0;31,666667;55;repeated_related;target
brady;abacus_4.bmp;1;3;3;3;6;6;52;0;21,333333;52;repeated;target
brady;cheesegrater_14.bmp;15;0;4;2;0;0;0;0;0;0;repeated;lure
brady;printer_14.bmp;45;1;6;3;30;0;0;0;30;30;center;target
brady;saltpeppershake_12.bmp;52;0;3;2;0;0;0;0;0;0;center;lure
brady;hairdryer_12.bmp;30;1;1;1;10;0;0;0;10;10;control;target
brady;beanbagchair_3.bmp;5;0;10;4;0;0;0;0;0;0;repeated_related;lure
