material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;coffee_15.bmp;18;0;5;2;0;0;0;0;0;0;repeated;lure
brady;vase_6.bmp;67;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;easteregg_14.bmp;21;0;4;2;0;0;0;0;0;0;repeated;lure
brady;chair_11.bmp;14;0;5;2;0;0;0;0;0;0;repeated;lure
brady;cat_10.bmp;12;0;4;3;0;0;0;0;0;0;related;lure
brady;watch_3.bmp;69;3;3;3;28;39;39;0;35,333333;39;repeated;target
brady;sink_11.bmp;56;3;3;3;23;23;62;0;36;62;repeated;target
brady;lawnmower_17.bmp;37;4;7;4;13;13;46;46;29,5;46;repeated_related;target
brady;trophy_15.bmp;62;0;3;2;0;0;0;0;0;0;center;lure
brady;turtle_7.bmp;65;0;3;2;0;0;0;0;0;0;center;lure
brady;saddle_8.bmp;51;0;4;2;0;0;0;0;0;0;center;lure
brady;orifan_14.bmp;40;0;2;2;0;0;0;0;0;0;control;lure
brady;glasses_8.bmp;25;3;8;4;10;10;34;0;18;34;repeated_related;target
brady;cake_14.bmp;8;1;11;4;3;0;0;0;3;3;related;target
brady;scooter_4.bmp;53;2;5;3;42;42;0;0;42;42;center;target
brady;router_7.bmp;49;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;hairdryer_13.bmp;30;1;9;4;15;0;0;0;15;15;related;target
brady;backpack_12.bmp;3;1;1;1;55;0;0;0;55;55;control;target
brady;rollerskates_17.bmp;48;0;3;3;0;0;0;0;0;0;related;lure
brady;saltpeppershake_12.bmp;52;0;2;2;0;0;0;0;0;0;control;lure
brady;glove_15.bmp;26;1;1;1;58;0;0;0;58;58;control;target
brady;remote_3.bmp;46;1;10;4;55;0;0;0;55;55;related;target
brady;horseshoe_5.bmp;33;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;guitar_10.bmp;28;1;1;1;3;0;0;0;3;3;control;target
brady;doorknocker_11.bmp;20;0;4;3;0;0;0;0;0;0;related;lure
brady;trumpet_5.bmp;63;2;6;3;1;1;0;0;1;1;center;target
brady;goggle_9.bmp;27;3;5;4;19;19;45;0;27,666667;45;center;target
brady;printer_14.bmp;45;0;2;1;0;0;0;0;0;0;control;lure
brady;bowlingpin_13.bmp;7;3;1;1;11;11;52;0;24,666667;52;repeated;target
brady;flashlight_12.bmp;23;4;6;3;16;16;57;57;36,5;57;repeated_related;target
