material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;hose;5;3;3;3;27;27;34;0;29,333333;34;repeated;target
words;mumps;22;4;6;3;28;28;40;40;34;40;repeated_related;target
words;gin;69;0;3;2;0;0;0;0;0;0;center;lure
words;rechteck;56;0;2;1;0;0;0;0;0;0;control;lure
words;schreiben;26;2;5;3;2;52;0;0;27;52;center;target
words;mozart;51;0;3;2;0;0;0;0;0;0;center;lure
words;meter;72;0;6;1;0;0;0;0;0;0;repeated;lure
words;porsche;30;1;9;4;7;0;0;0;7;7;related;target
words;realschule;20;0;3;3;0;0;0;0;0;0;related;lure
words;lidschatten;37;3;3;3;23;23;49;0;31,666667;49;repeated;target
words;amsel;9;1;9;4;62;0;0;0;62;62;related;target
words;rose;7;0;5;1;0;0;0;0;0;0;repeated;lure
words;opium;54;3;9;4;31;61;61;0;51;61;repeated_related;target
words;merkur;60;4;6;4;20;20;36;36;28;36;repeated_related;target
words;klebeband;32;0;4;3;0;0;0;0;0;0;related;lure
words;dollar;47;1;1;1;11;0;0;0;11;11;control;target
words;kanne;31;1;1;1;58;0;0;0;58;58;control;target
words;oregano;25;0;11;4;0;0;0;0;0;0;repeated_related;lure
words;ameise;13;3;6;4;2;2;60;0;21,333333;60;center;target
words;hand;1;0;11;4;0;0;0;0;0;0;repeated_related;lure
words;schiff;35;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;lehrer;11;0;3;1;0;0;0;0;0;0;control;lure
words;vampir;50;0;3;2;0;0;0;0;0;0;center;lure
words;saarland;41;1;1;1;62;0;0;0;62;62;control;target
words;panther;40;0;2;1;0;0;0;0;0;0;control;lure
words;dinkel;64;1;11;4;1;0;0;0;1;1;related;target
words;berlin;16;1;5;4;53;0;0;0;53;53;center;target
words;tennis;8;3;3;3;19;47;47;0;37,666667;47;repeated;target
words;donau;17;0;4;2;0;0;0;0;0;0;repeated;lure
words;spinat;2;0;3;3;0;0;0;0;0;0;related;lure
