experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	50	-1	6	brady	1	1	lure	1	0	2520	3	2194	camera_3.bmp	9	0	2	2	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	2	target	1	1	1156	4	1034	iceskates_16.bmp	34	3	8	4	15	15	54	0	28,000000	54	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	2	target	1	1	1272	3	1602	birdhouse_11.bmp	6	3	6	3	3	3	58	0	21,000000	58	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	1	lure	1	0	852	4	1083	shredder_15.bmp	55	0	6	2	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	1	target	1	1	874	4	1261	watch_6.bmp	69	4	3	3	1	1	62	62	31,000000	62	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	2	lure	1	0	765	4	638	rusdoll_6.bmp	50	0	9	4	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	1	1	target	1	1	1102	3	1242	circuitboard_2.bmp	17	1	1	1	16	0	0	0	16,000000	16	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	1	2	lure	1	0	1412	3	1226	parfait_13.bmp	41	0	4	3	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	3	3	target	1	1	903	4	898	trunk_5.bmp	64	1	6	4	29	0	0	0	29,000000	29	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	1	lure	1	0	2588	2	858	bowlingpin_1.bmp	7	0	4	2	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	1	1	lure	1	0	1234	2	717	hairdryer_13.bmp	30	0	2	2	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	3	3	lure	2	1	3409	2	953	powerstrip_8.bmp	44	0	3	2	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	1	1	lure	2	1	1514	3	870	socks_10.bmp	58	0	3	1	0	0	0	0	0,000000	0	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	3	3	target	1	1	747	4	681	tv_8.bmp	66	3	5	4	19	19	38	0	25,000000	38	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
FAUST_1[2014-06]	50	-1	6	brady	2	2	target	1	1	806	4	1348	leatherman_14.bmp	38	3	7	4	25	25	40	0	30,000000	40	18	1	1	1	1	ERZUIEHUNGSWISSENSCHAFTE
