experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	12	-1	3	migo	1	2	target	1	1	2894	4	2024	Chocolate6.bmp	12	1	9	4	12	0	0	0	12,000000	12	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	3	3	lure	2	1	2396	4	1529	Jigsaw10.bmp	24	0	3	2	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	1	target	1	1	2078	4	608	Button10.bmp	7	4	1	1	13	13	25	25	19,000000	25	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	1	lure	2	1	1447	4	952	Chilli12.bmp	11	0	4	2	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	1	target	1	1	986	4	771	Plug4.bmp	36	4	3	3	2	2	41	41	21,000000	41	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	2	target	1	1	1153	4	795	Screw10.bmp	39	3	9	4	16	16	36	0	22,000000	36	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	1	target	2	0	1145	4	748	Feather11.bmp	15	1	1	1	36	0	0	0	36,000000	36	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	2	target	1	1	828	4	975	Stapler6.bmp	41	4	6	4	6	6	37	37	21,000000	37	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	2	lure	2	1	1567	3	654	Pen1.bmp	35	0	3	3	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	2	lure	1	0	1342	3	1136	Biscuit9.bmp	3	0	9	4	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	2	target	1	1	1088	4	830	Umbrella17.bmp	49	1	10	4	40	0	0	0	40,000000	40	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	3	3	target	2	0	1203	2	1193	Varnish3.bmp	50	1	6	3	42	0	0	0	42,000000	42	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	3	3	target	1	1	803	4	970	Coins10.bmp	13	2	7	4	14	25	0	0	19,000000	25	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	1	lure	1	0	880	4	1228	Man10.bmp	29	0	4	2	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	1	lure	1	0	853	2	865	Leaf10.bmp	27	0	3	1	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	2	lure	1	0	1082	1	1123	Fork8.bmp	17	0	3	3	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	3	3	lure	1	0	970	1	827	Tomato18.bmp	47	0	4	3	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	2	2	lure	1	0	921	2	772	Flower14.bmp	16	0	8	4	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	1	lure	1	0	875	2	545	Key11.bmp	25	0	2	1	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	migo	1	1	target	1	1	989	3	1255	Lipstick3.bmp	28	1	1	1	7	0	0	0	7,000000	7	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	2	1	lure	2	1	1839	4	671	birdhouse_14.bmp	6	0	5	1	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	1	1	target	1	1	1110	3	1024	saddle_15.bmp	51	1	1	1	24	0	0	0	24,000000	24	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	1	1	lure	1	0	1033	4	836	trunk_1.bmp	64	0	3	1	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	2	1	lure	1	0	2073	1	533	mic_10.bmp	39	0	5	2	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	1	1	target	1	1	957	4	1314	doorknocker_11.bmp	20	1	3	1	30	0	0	0	30,000000	30	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	2	1	target	1	1	829	3	1202	orifan_14.bmp	40	4	1	1	31	31	33	33	32,000000	33	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	2	2	lure	1	0	846	2	638	backpack_6.bmp	3	0	8	4	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
FAUST_1[2014-06]	12	-1	3	brady	2	2	lure	1	0	776	2	1196	iceskates_9.bmp	34	0	8	4	0	0	0	0	0,000000	0	21	1	1	1	1	STONDERPÄDAGOGIK
