material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Stapler7.bmp;41;2;5;4;21;30;0;0;25,5;30;center;target
migo;Biscuit25.bmp;3;0;3;2;0;0;0;0;0;0;center;lure
migo;Man24.bmp;29;0;6;3;0;0;0;0;0;0;repeated;lure
migo;Ginger15.bmp;19;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Varnish17.bmp;50;1;1;1;3;0;0;0;3;3;control;target
migo;Coins10.bmp;13;2;5;4;6;6;0;0;6;6;center;target
migo;Bag5.bmp;2;1;1;1;38;0;0;0;38;38;control;target
migo;Bracelet8.bmp;4;0;7;4;0;0;0;0;0;0;repeated_related;lure
migo;Paperclip13.bmp;33;0;3;1;0;0;0;0;0;0;control;lure
migo;Brocolli4.bmp;5;4;1;1;2;2;39;39;20,5;39;repeated;target
migo;Daff21.bmp;14;3;8;4;3;29;29;0;20,333333;29;repeated_related;target
migo;Sweet1.bmp;45;4;6;3;7;7;32;32;19,5;32;repeated_related;target
migo;Present2.bmp;37;0;3;3;0;0;0;0;0;0;related;lure
migo;Car12.bmp;10;0;7;4;0;0;0;0;0;0;repeated_related;lure
migo;Flower18.bmp;16;0;4;3;0;0;0;0;0;0;related;lure
migo;Jigsaw14.bmp;24;0;3;2;0;0;0;0;0;0;center;lure
migo;Plug4.bmp;36;0;2;1;0;0;0;0;0;0;control;lure
migo;Hand1.bmp;21;3;0;0;22;23;23;0;22,666667;23;repeated;target
migo;Fork14.bmp;17;1;9;4;13;0;0;0;13;13;related;target
migo;Star19.bmp;42;1;10;4;35;0;0;0;35;35;related;target
