material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;sink_11.bmp;56;0;4;3;0;0;0;0;0;0;related;lure
brady;remote_3.bmp;46;0;4;4;0;0;0;0;0;0;related;lure
brady;skateboard_11.bmp;57;0;2;1;0;0;0;0;0;0;control;lure
brady;abacus_4.bmp;1;3;7;4;6;6;42;0;18;42;repeated_related;target
brady;mic_12.bmp;39;0;2;2;0;0;0;0;0;0;control;lure
brady;leatherman_10.bmp;38;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;circuitboard_16.bmp;17;3;7;3;22;22;58;0;34;58;repeated_related;target
brady;jacket_10.bmp;35;0;4;2;0;0;0;0;0;0;repeated;lure
brady;garbagecan_13.bmp;24;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;cheesegrater_11.bmp;15;3;7;4;5;5;49;0;19,666667;49;repeated_related;target
brady;rollerskates_7.bmp;48;1;11;4;26;0;0;0;26;26;related;target
brady;saltpeppershake_12.bmp;52;4;0;0;19;19;41;41;30;41;repeated;target
brady;shredder_15.bmp;55;2;6;4;11;52;0;0;31,5;52;center;target
brady;camera_3.bmp;9;0;3;2;0;0;0;0;0;0;related;lure
brady;videogamecontroller_2.bmp;68;1;10;4;18;0;0;0;18;18;related;target
brady;rusdoll_8.bmp;50;2;5;4;21;57;0;0;39;57;center;target
brady;ring_12.bmp;47;1;1;1;37;0;0;0;37;37;control;target
brady;bagel_14.bmp;4;4;1;1;15;15;59;59;37;59;repeated;target
brady;trunk_5.bmp;64;0;3;2;0;0;0;0;0;0;center;lure
brady;tricycle_15.bmp;61;0;2;2;0;0;0;0;0;0;control;lure
brady;trumpet_17.bmp;63;0;5;2;0;0;0;0;0;0;repeated;lure
brady;scooter_8.bmp;53;0;4;2;0;0;0;0;0;0;center;lure
brady;socks_13.bmp;58;0;11;4;0;0;0;0;0;0;repeated_related;lure
brady;hairbrush_17.bmp;29;1;2;1;36;0;0;0;36;36;control;target
brady;lawnmower_3.bmp;37;1;5;4;4;0;0;0;4;4;center;target
brady;cake_14.bmp;8;0;4;2;0;0;0;0;0;0;repeated;lure
brady;babycrib_7.bmp;2;3;3;3;27;27;40;0;31,333333;40;repeated;target
brady;windchime_10.bmp;72;0;3;2;0;0;0;0;0;0;center;lure
brady;highchair_4.bmp;32;1;10;4;48;0;0;0;48;48;related;target
brady;plant_14.bmp;43;1;2;2;56;0;0;0;56;56;control;target
