material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Present17.bmp;37;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Hand1.bmp;21;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Hanger15.bmp;22;1;5;3;13;0;0;0;13;13;center;target
migo;Car13.bmp;10;3;6;4;1;1;28;0;10;28;center;target
migo;Scissors14.bmp;38;0;4;2;0;0;0;0;0;0;center;lure
migo;Leaf10.bmp;27;0;2;1;0;0;0;0;0;0;control;lure
migo;Feather12.bmp;15;3;8;4;7;43;43;0;31;43;repeated_related;target
migo;Plug18.bmp;36;1;1;1;44;0;0;0;44;44;control;target
migo;Tomato2.bmp;47;3;1;1;2;26;26;0;18;26;repeated;target
migo;Keys9.bmp;26;0;3;2;0;0;0;0;0;0;center;lure
migo;Chocolate9.bmp;12;1;9;4;18;0;0;0;18;18;related;target
migo;Screw13.bmp;39;0;2;1;0;0;0;0;0;0;control;lure
migo;Candle13.bmp;9;4;3;3;10;10;44;44;27;44;repeated;target
migo;Swirl1.bmp;46;4;8;4;22;22;33;33;27,5;33;repeated_related;target
migo;Brocolli4.bmp;5;1;9;4;3;0;0;0;3;3;related;target
migo;String12.bmp;44;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Glass12.bmp;20;0;2;2;0;0;0;0;0;0;related;lure
migo;Man4.bmp;29;1;1;1;14;0;0;0;14;14;control;target
migo;Button14.bmp;7;0;3;3;0;0;0;0;0;0;related;lure
migo;Lipstick7.bmp;28;0;8;4;0;0;0;0;0;0;repeated_related;lure
