material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Coins10.bmp;13;0;3;1;0;0;0;0;0;0;control;lure
migo;Stapler10.bmp;41;2;6;4;36;36;0;0;36;36;center;target
migo;Hand1.bmp;21;0;3;2;0;0;0;0;0;0;center;lure
migo;Strawberry18.bmp;43;0;4;3;0;0;0;0;0;0;related;lure
migo;Mushroom25.bmp;30;1;10;4;28;0;0;0;28;28;related;target
migo;Present9.bmp;37;4;6;4;8;8;33;33;20,5;33;repeated_related;target
migo;Scissors3.bmp;38;0;11;4;0;0;0;0;0;0;repeated_related;lure
migo;Flower3.bmp;16;4;0;0;3;3;24;24;13,5;24;repeated;target
migo;Pear15.bmp;34;0;2;1;0;0;0;0;0;0;control;lure
migo;Bag25.bmp;2;4;7;4;17;17;31;31;24;31;repeated_related;target
migo;Biscuit25.bmp;3;0;3;2;0;0;0;0;0;0;center;lure
migo;Swirl23.bmp;46;1;10;4;35;0;0;0;35;35;related;target
migo;Sweet1.bmp;45;2;6;4;14;14;0;0;14;14;center;target
migo;Holly20.bmp;23;1;1;1;43;0;0;0;43;43;control;target
migo;Pen17.bmp;35;0;3;3;0;0;0;0;0;0;related;lure
migo;Candle17.bmp;9;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Brocolli14.bmp;5;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Plug8.bmp;36;1;1;1;44;0;0;0;44;44;control;target
migo;Onion13.bmp;32;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Hanger14.bmp;22;4;3;3;13;13;42;42;27,5;42;repeated;target
