material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
brady;printer_16.bmp;45;0;3;1;0;0;0;0;0;0;control;lure
brady;rusdoll_3.bmp;50;4;6;3;7;7;52;52;29,5;52;repeated_related;target
brady;iceskates_5.bmp;34;0;4;3;0;0;0;0;0;0;related;lure
brady;shredder_15.bmp;55;1;1;1;40;0;0;0;40;40;control;target
brady;remote_11.bmp;46;3;3;3;17;51;51;0;39,666667;51;repeated;target
brady;laptop_10.bmp;36;0;8;4;0;0;0;0;0;0;repeated_related;lure
brady;router_6.bmp;49;0;3;2;0;0;0;0;0;0;center;lure
brady;tricycle_15.bmp;61;2;6;4;31;31;0;0;31;31;center;target
brady;leatherman_10.bmp;38;1;1;1;9;0;0;0;9;9;control;target
brady;camera_7.bmp;9;1;10;4;64;0;0;0;64;64;related;target
brady;horseshoe_4.bmp;33;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;plant_2.bmp;43;3;1;1;17;17;61;0;31,666667;61;repeated;target
brady;coffee_14.bmp;18;0;4;2;0;0;0;0;0;0;repeated;lure
brady;abacus_2.bmp;1;0;3;2;0;0;0;0;0;0;related;lure
brady;easteregg_14.bmp;21;4;8;4;29;29;38;38;33,5;38;repeated_related;target
brady;bagel_14.bmp;4;0;3;2;0;0;0;0;0;0;center;lure
brady;circuitboard_8.bmp;17;0;9;4;0;0;0;0;0;0;repeated_related;lure
brady;glasses_13.bmp;25;1;1;1;64;0;0;0;64;64;control;target
brady;mic_10.bmp;39;4;6;4;3;3;56;56;29,5;56;repeated_related;target
brady;watch_14.bmp;69;1;10;4;8;0;0;0;8;8;related;target
brady;rollerskates_17.bmp;48;0;5;1;0;0;0;0;0;0;repeated;lure
brady;speaker_15.bmp;60;1;10;4;62;0;0;0;62;62;related;target
brady;carriage_12.bmp;11;3;2;2;30;30;55;0;38,333333;55;repeated;target
brady;babycrib_2.bmp;2;0;2;2;0;0;0;0;0;0;control;lure
brady;cellphone_4.bmp;13;2;6;3;25;51;0;0;38;51;center;target
brady;jacket_13.bmp;35;0;3;2;0;0;0;0;0;0;center;lure
brady;cheesegrater_11.bmp;15;0;3;1;0;0;0;0;0;0;control;lure
brady;beanbagchair_14.bmp;5;0;4;3;0;0;0;0;0;0;related;lure
brady;guitar_14.bmp;28;0;4;2;0;0;0;0;0;0;repeated;lure
brady;pasta_9.bmp;42;2;5;3;48;48;0;0;48;48;center;target
