material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Present17.bmp;37;1;1;1;8;0;0;0;8;8;control;target
migo;Cake25.bmp;8;0;7;4;0;0;0;0;0;0;repeated_related;lure
migo;Bag21.bmp;2;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Star2.bmp;42;0;4;2;0;0;0;0;0;0;center;lure
migo;Key9.bmp;25;0;7;4;0;0;0;0;0;0;repeated_related;lure
migo;Chilli12.bmp;11;3;8;4;16;42;42;0;33,333333;42;repeated_related;target
migo;Mushroom18.bmp;30;1;9;4;21;0;0;0;21;21;related;target
migo;Onion14.bmp;32;1;10;4;38;0;0;0;38;38;related;target
migo;Flower17.bmp;16;4;3;3;1;1;40;40;20,5;40;repeated;target
migo;Daff1.bmp;14;4;0;0;15;15;31;31;23;31;repeated;target
migo;Swirl10.bmp;46;0;3;3;0;0;0;0;0;0;related;lure
migo;Brocolli10.bmp;5;0;2;2;0;0;0;0;0;0;related;lure
migo;Holly3.bmp;23;1;5;3;27;0;0;0;27;27;center;target
migo;Leaf21.bmp;27;1;1;1;43;0;0;0;43;43;control;target
migo;Car13.bmp;10;0;4;2;0;0;0;0;0;0;center;lure
migo;String12.bmp;44;0;3;1;0;0;0;0;0;0;control;lure
migo;Apple21.bmp;1;3;8;4;17;17;28;0;20,666667;28;repeated_related;target
migo;Bracelet8.bmp;4;1;5;4;33;0;0;0;33;33;center;target
migo;Coins12.bmp;13;0;6;2;0;0;0;0;0;0;repeated;lure
migo;Candle13.bmp;9;0;2;1;0;0;0;0;0;0;control;lure
