experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	124	1	22	4	2	1	1	1	1	1	2559	1	1	1	2430	4	1209	Umbrella6.bmp	Pear4.bmp	Pear16.bmp	Pear18.bmp	Pear15.bmp	Umbrella6.bmp	Pear18.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	10	4	2	2	1	1	1	1	1965	2	2	1	2587	4	1450	Paperclip6.bmp	Leaf21.bmp	Paperclip6.bmp	Leaf22.bmp	Paperclip6.bmp	Leaf15.bmp	Leaf13.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	18	4	2	1	2	1	1	1	2511	2	2	1	2896	4	1187	Jigsaw11.bmp	Jigsaw14.bmp	Jigsaw10.bmp	Jigsaw11.bmp	Fork8.bmp	Jigsaw18.bmp	Fork8.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	16	4	2	2	2	1	1	1	1581	1	1	1	3311	3	1686	Onion18.bmp	Onion18.bmp	Onion14.bmp	Onion19.bmp	Onion18.bmp	Varnish14.bmp	Onion7.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	6	4	2	1	1	1	2	0	1566	1	1	1	3030	3	3379	Scissors1.bmp	Scissors1.bmp	String2.bmp	String8.bmp	String9.bmp	String8.bmp	String12.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	9	4	2	2	1	1	1	1	2153	2	1	0	2818	4	2452	Glass16.bmp	Glass16.bmp	Bag4.bmp	Bag5.bmp	Bag21.bmp	Glass16.bmp	Bag3.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	2	4	2	1	2	1	1	1	2459	-1	2	0	0	3	2399	Mushroom6.bmp	Mushroom7.bmp	Mushroom25.bmp	Mushroom18.bmp	Shell18.bmp	Mushroom6.bmp	Shell18.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	14	4	2	2	2	1	1	1	1202	2	2	1	2234	4	1159	Tomato12.bmp	Tomato12.bmp	Tomato5.bmp	Brocolli9.bmp	Tomato12.bmp	Tomato18.bmp	Tomato3.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	4	4	2	1	1	2	2	1	2027	2	1	0	2341	3	1830	Biscuit4.bmp	Biscuit20.bmp	Bun22.bmp	Bun17.bmp	Bun5.bmp	Bun12.bmp	Bun22.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	13	4	2	2	1	2	1	0	1708	2	2	1	3021	2	2053	Present3.bmp	Pen20.bmp	Present9.bmp	Pen5.bmp	Pen17.bmp	Present9.bmp	Pen10.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	8	4	2	1	2	2	1	0	1996	1	1	1	1693	3	2976	Star17.bmp	Star1.bmp	Star7.bmp	Star19.bmp	Nut18.bmp	Star2.bmp	Nut18.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	19	4	2	2	2	2	1	0	2216	1	2	0	2712	3	1120	Holly14.bmp	Holly3.bmp	Holly11.bmp	Holly20.bmp	Holly11.bmp	Sweet1.bmp	Holly17.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	5	4	2	1	1	2	2	1	2205	1	1	1	2580	2	2060	Keys9.bmp	Stapler10.bmp	Stapler8.bmp	Keys8.bmp	Stapler8.bmp	Stapler6.bmp	Stapler9.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	7	4	2	2	1	2	1	0	1755	2	2	1	2560	2	1429	Toothbrush10.bmp	Toothbrush12.bmp	Lipstick7.bmp	Lipstick9.bmp	Lipstick3.bmp	Lipstick15.bmp	Toothbrush12.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	12	4	2	1	2	2	1	0	1504	1	1	1	2423	4	1389	Daff22.bmp	Daff9.bmp	Car13.bmp	Daff3.bmp	Daff1.bmp	Daff21.bmp	Car13.bmp	24	1	1	1	1	LEHRAMTSTUDENT
FAUST_1[2014-06]	124	1	1	4	2	2	2	2	1	0	3002	2	1	0	3496	4	3631	Candle10.bmp	Candle1.bmp	Candle17.bmp	Candle13.bmp	Candle20.bmp	Candle13.bmp	Screw16.bmp	24	1	1	1	1	LEHRAMTSTUDENT
