experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 23	words	bein	  1	  0	  2	  8	  4	  5	 58	  0	  0	31,500000	58
FAUST_1[2014-06]	 23	words	arm	  1	  0	  4	  6	  4	  5	  5	 58	 58	31,500000	58
FAUST_1[2014-06]	 23	words	kopf	  1	  0	  1	  9	  4	 58	  0	  0	  0	58,000000	58
FAUST_1[2014-06]	 23	words	hand	  1	  0	  1	  9	  4	  5	  0	  0	  0	5,000000	5
FAUST_1[2014-06]	 23	words	fuß	  1	  0	  2	  8	  4	  5	 58	  0	  0	31,500000	58
FAUST_1[2014-06]	 23	words	spinat	  2	  0	  3	  0	  0	 24	 24	 33	  0	27,000000	33
FAUST_1[2014-06]	 23	words	bohnen	  2	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	tomaten	  2	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	blumenkohl	  2	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	karotten	  2	  0	  0	  3	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	banane	  3	  0	  1	  6	  4	 29	  0	  0	  0	29,000000	29
FAUST_1[2014-06]	 23	words	apfel	  3	  0	  1	  6	  4	 29	  0	  0	  0	29,000000	29
FAUST_1[2014-06]	 23	words	birne	  3	  0	  2	  5	  4	 29	 54	  0	  0	41,500000	54
FAUST_1[2014-06]	 23	words	pflaume	  3	  2	  2	  5	  4	 29	 54	  0	  0	41,500000	54
FAUST_1[2014-06]	 23	words	erdbeere	  3	  0	  1	  6	  4	 29	  0	  0	  0	29,000000	29
FAUST_1[2014-06]	 23	words	hammer	  4	  1	  1	  4	  2	 44	  0	  0	  0	44,000000	44
FAUST_1[2014-06]	 23	words	säge	  4	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	meißel	  4	  0	  2	  3	  2	  7	  7	  0	  0	7,000000	7
FAUST_1[2014-06]	 23	words	bohrer	  4	  0	  2	  3	  2	 44	 44	  0	  0	44,000000	44
FAUST_1[2014-06]	 23	words	zange	  4	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	hose	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	jacke	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	rock	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 23	words	hemd	  5	  1	  1	  2	  1	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	 23	words	bluse	  5	  0	  2	  1	  1	 16	 16	  0	  0	16,000000	16
FAUST_1[2014-06]	 23	words	tisch	  6	  1	  1	  5	  4	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 23	words	stuhl	  6	  0	  1	  5	  4	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 23	words	schrank	  6	  0	  1	  5	  4	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 23	words	sofa	  6	  0	  1	  5	  4	 41	  0	  0	  0	41,000000	41
FAUST_1[2014-06]	 23	words	regal	  6	  1	  2	  4	  4	 30	 41	  0	  0	35,500000	41
FAUST_1[2014-06]	 23	words	rose	  7	  0	  1	  5	  3	 59	  0	  0	  0	59,000000	59
FAUST_1[2014-06]	 23	words	tulpe	  7	  0	  1	  5	  3	 59	  0	  0	  0	59,000000	59
