experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	115	-1	1	words	2	2	lure	2	1	7267	1	1869	opium	54	0	12	4	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	2	target	2	0	1281	1	1026	flasche	31	1	9	4	18	0	0	0	18,000000	18	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	1	lure	1	0	2064	1	668	löffel	21	0	2	1	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	2	lure	1	0	2311	3	1570	küchenwaage	68	0	3	3	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	1	lure	2	1	2316	2	1214	bonbons	55	0	3	1	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	3	3	lure	1	0	3528	2	1811	schweiz	18	0	3	2	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	1	target	2	0	3027	3	1913	locher	32	1	2	1	46	0	0	0	46,000000	46	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	2	lure	1	0	2835	3	937	spinat	2	0	7	4	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	3	3	target	2	0	1211	2	841	schnee	61	2	6	4	52	52	0	0	52,000000	52	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	1	target	1	1	1437	3	1245	elbe	17	1	1	1	2	0	0	0	2,000000	2	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	2	target	1	1	1159	4	949	kino	58	4	6	3	6	6	40	40	23,000000	40	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	2	lure	2	1	1549	2	1095	scrabble	57	0	3	3	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	1	target	1	1	1064	4	1067	terrier	46	3	3	3	4	4	47	0	18,000000	47	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	1	lure	1	0	973	4	1086	kugelschreiber	28	0	5	2	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	2	lure	1	0	1719	4	893	helium	48	0	10	4	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	1	target	1	1	917	4	991	schütze	39	1	1	1	40	0	0	0	40,000000	40	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	3	3	lure	1	0	1003	4	1002	mozart	51	0	3	2	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	1	lure	1	0	1565	3	1199	rose	7	0	4	2	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	3	3	lure	2	1	3175	1	860	pfennig	47	0	4	2	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	2	target	1	1	1889	4	714	dreieck	56	3	8	3	10	10	43	0	21,000000	43	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	1	2	lure	1	0	2102	2	823	rock	5	0	4	3	0	0	0	0	0,000000	0	27	2	1	1	1	BWL
FAUST_1[2014-06]	115	-1	1	words	2	1	target	1	1	826	4	762	werwolf	50	4	2	2	9	9	57	57	33,000000	57	27	2	1	1	1	BWL
