experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	51	1	4	1	1	1	1	1	1	1	1591	2	2	1	2253	4	2396	HAMMER	chemie	biologie	hammer	physik	chemie	erdkunde	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	24	1	1	2	1	1	1	1	1017	1	1	1	1993	4	800	TEMPEL	nudelholz	tempel	küchenwaage	backblech	pfannenwender	tempel	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	21	1	1	1	2	1	1	1	1048	2	2	1	2642	4	883	STECKNADEL	nähnadel	dogge	sicherheitsnadel	stecknadel	häkelnadel	dogge	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	31	1	1	2	2	1	1	1	1108	1	1	1	1346	4	812	HASCHISCH	opium	kokain	haschisch	apfel	haschisch	heroin	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	20	1	1	1	1	1	1	1	938	2	2	1	2133	4	1021	TULPE	tulpe	venus	merkur	jupiter	saturn	merkur	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	16	1	1	2	1	1	1	1	884	2	2	1	2780	4	1035	HÜTTE	bombe	schwert	dolch	hütte	gewehr	hütte	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	25	1	1	1	2	1	2	0	3909	2	2	1	2528	4	1028	BUNTSTIFT	bleistift	buntstift	füller	computer	filzstift	computer	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	30	1	1	2	2	1	1	1	1207	1	1	1	1405	4	881	GUMMIBÄRCHEN	gummibärchen	karamell	lakritz	karaffe	gummibärchen	marzipan	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	18	1	1	1	1	1	1	1	3583	1	1	1	2484	1	1881	BRAHMS	stuttgart	hamburg	brahms	münchen	hannover	hamburg	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	13	1	1	2	1	1	1	1	3578	1	2	0	2530	1	2225	MILLIMETER	messing	eisen	millimeter	gold	millimeter	silber	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	32	1	1	1	2	1	2	0	8541	1	2	0	2829	4	907	THYMIAN	western	rosmarin	thymian	majoran	koriander	western	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	3	1	1	2	2	1	2	0	1936	-1	2	0	0	4	1980	KOPF	bein	kopf	fuß	gesamtschule	kopf	arm	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	8	1	1	1	1	2	2	1	7228	2	2	1	2934	1	2234	SAUERSTOFF	zeitung	internet	radio	stickstoff	internet	fernsehen	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	19	1	1	2	1	2	2	1	2268	2	1	0	2487	4	1472	KANU	skifahren	schwimmen	boot	golf	boot	tennis	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	23	1	1	1	2	2	2	1	2269	2	2	1	2327	4	937	HAMBURGER	pizza	döner	lidschatten	pommes	bratwurst	lidschatten	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	10	1	1	2	2	2	2	1	1653	2	2	1	2976	4	1142	HANDBREMSE	rückspiegel	gaspedal	lenkrad	wodka	rückspiegel	kupplung	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	29	1	1	1	1	2	2	1	2663	2	2	1	2465	4	900	KAROTTEN	makrele	lachs	thunfisch	bohnen	hering	makrele	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	12	1	1	2	1	2	2	1	1428	1	1	1	2058	4	1433	POSAUNE	chachacha	flöte	tango	rumba	flöte	foxtrott	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	7	1	1	1	2	2	1	0	1470	2	1	0	2415	4	1853	VOLVO	ärger	peugeot	mercedes	ärger	porsche	audi	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	1	1	1	2	2	2	2	1	3979	1	1	1	3389	2	2202	HAFER	hexe	weizen	roggen	weizen	dinkel	gerste	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	2	1	1	1	1	2	2	1	1757	-1	2	0	0	4	2743	ZEICHNEN	ameise	mücke	biene	ameise	schreiben	wespe	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	15	1	1	2	1	2	2	1	1262	2	2	1	2383	4	1030	JUNGFRAU	schütze	herz	lunge	niere	leber	schütze	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	14	1	1	1	2	2	1	0	1158	1	1	1	1858	4	1111	THEATER	oper	brieföffner	konzertsaal	kino	brieföffner	zirkus	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	11	1	1	2	2	2	2	1	1442	1	1	1	3276	4	1358	SCHACH	monopoly	halma	dollar	scrabble	backgammon	halma	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	5	1	1	1	1	3	2	1	1319	1	1	1	2050	4	1994	LILA	england	schweiz	dänemark	tiger	england	italien	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	22	1	1	2	1	3	2	1	5041	1	1	1	2832	1	1164	MEER	vater	sohn	main	onkel	mutter	main	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	28	1	1	1	1	3	2	1	1840	1	1	1	2481	4	1108	THÜRINGEN	röteln	mumps	masern	grippe	mumps	fürst	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	6	1	1	2	1	3	2	1	1070	1	1	1	1933	4	2169	ADJEKTIV	sekunde	meise	sekunde	fink	taube	schwalbe	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	9	1	1	1	1	3	2	1	2979	2	2	1	2457	4	1223	SOFA	afrika	hagel	sonnenschein	nebel	hagel	schnee	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	27	1	1	2	1	3	2	1	4308	2	2	1	2462	4	1096	TANNE	hose	hören	sehen	hose	schmecken	riechen	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	17	1	1	1	1	3	2	1	1768	1	1	1	1762	4	815	TEELÖFFEL	zug	seide	baumwolle	flanell	wolle	seide	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	1	26	1	1	2	1	3	2	1	2848	2	1	0	1763	2	1689	KREIS	polizist	diesel	bleifrei	petroleum	benzin	polizist	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	2	18	1	2	1	1	1	1	1	1931	2	2	1	3310	4	789	Lipstick3.bmp	Pear18.bmp	Pear16.bmp	Pear18.bmp	Pear7.bmp	Pear4.bmp	Lipstick3.bmp	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	2	11	1	2	2	1	1	1	1	811	2	2	1	2142	4	1007	String6.bmp	String6.bmp	Man4.bmp	Man2.bmp	Man15.bmp	Man10.bmp	String6.bmp	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	2	4	1	2	1	2	1	1	1	1109	2	2	1	2190	4	938	Apple10.bmp	Brocolli14.bmp	Apple24.bmp	Apple21.bmp	Apple10.bmp	Brocolli14.bmp	Apple18.bmp	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	2	17	1	2	2	2	1	1	1	1152	1	1	1	2017	4	1530	Jigsaw10.bmp	Jigsaw18.bmp	Jigsaw11.bmp	Jigsaw10.bmp	Jigsaw14.bmp	Keys6.bmp	Jigsaw10.bmp	29	2	1	1	1	SONDERPÄDAGOGIK
FAUST_1[2014-06]	51	2	16	1	2	1	1	1	1	1	3858	2	1	0	2528	4	728	Plug18.bmp	Glass19.bmp	Glass16.bmp	Glass12.bmp	Glass16.bmp	Glass4.bmp	Plug18.bmp	29	2	1	1	1	SONDERPÄDAGOGIK
