experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	48	1	1	4	2	1	1	1	1	1	2278	1	2	0	2577	4	5728	Bun17.bmp	Varnish14.bmp	Bun17.bmp	Varnish17.bmp	Varnish3.bmp	Varnish11.bmp	Varnish3.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	21	4	2	2	1	1	1	1	2013	2	2	1	2377	3	1857	Umbrella17.bmp	Keys7.bmp	Umbrella17.bmp	Keys6.bmp	Umbrella17.bmp	Keys9.bmp	Keys8.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	7	4	2	1	2	1	1	1	1805	1	1	1	2575	4	3563	Flower17.bmp	Scissors14.bmp	Flower17.bmp	Flower3.bmp	Flower18.bmp	Flower14.bmp	Scissors14.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	10	4	2	2	2	1	1	1	2075	2	2	1	2674	3	2700	Onion7.bmp	Plug6.bmp	Onion7.bmp	Onion13.bmp	Onion14.bmp	Onion7.bmp	Onion18.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	6	4	2	1	1	1	2	0	2441	2	2	1	2788	4	4309	Nut21.bmp	Nut21.bmp	Star17.bmp	Star1.bmp	Star2.bmp	Star7.bmp	Star1.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	13	4	2	2	1	1	1	1	1634	2	1	0	2956	3	2317	Shell1.bmp	Shell1.bmp	Cake18.bmp	Cake25.bmp	Cake24.bmp	Cake16.bmp	Shell1.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	8	4	2	1	2	1	1	1	1809	1	2	0	3245	3	7285	Swirl10.bmp	Apple18.bmp	Swirl13.bmp	Swirl10.bmp	Swirl23.bmp	Apple18.bmp	Swirl5.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	15	4	2	2	2	1	1	1	1899	2	1	0	2869	4	2543	Chocolate24.bmp	Chocolate17.bmp	Chocolate24.bmp	Chocolate6.bmp	Chocolate5.bmp	Mushroom7.bmp	Chocolate24.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	4	4	2	1	1	2	1	0	3541	2	2	1	2787	2	2832	Key5.bmp	Candle1.bmp	Candle17.bmp	Candle10.bmp	Candle17.bmp	Candle13.bmp	Key11.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	3	4	2	2	1	2	1	0	2392	1	1	1	2860	4	2612	Feather2.bmp	Tomato5.bmp	Feather14.bmp	Tomato3.bmp	Feather14.bmp	Tomato18.bmp	Tomato2.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	5	4	2	1	2	2	2	1	4721	-1	2	0	0	2	3976	Ginger10.bmp	Ginger3.bmp	Biscuit9.bmp	Ginger17.bmp	Biscuit9.bmp	Ginger15.bmp	Ginger5.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	18	4	2	2	2	2	1	0	3409	2	2	1	2294	2	2071	Car13.bmp	Car12.bmp	Car21.bmp	Car14.bmp	Car7.bmp	Car12.bmp	Fudge20.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	9	4	2	1	1	2	1	0	4084	2	1	0	2295	2	2522	Stapler7.bmp	Present14.bmp	Stapler6.bmp	Present9.bmp	Present3.bmp	Present17.bmp	Present14.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	17	4	2	2	1	2	2	1	2086	1	1	1	2313	3	1562	Chilli22.bmp	Chilli12.bmp	Paperclip9.bmp	Paperclip13.bmp	Paperclip6.bmp	Paperclip14.bmp	Chilli12.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	19	4	2	1	2	2	1	0	1467	2	2	1	2327	1	1778	Coins10.bmp	Coins8.bmp	Coins3.bmp	String2.bmp	Coins12.bmp	Coins14.bmp	String2.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	14	4	2	2	2	2	1	0	1747	2	2	1	2880	2	2577	Brocolli4.bmp	Brocolli9.bmp	Brocolli14.bmp	Hand1.bmp	Brocolli19.bmp	Brocolli14.bmp	Brocolli10.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	12	4	2	1	1	3	2	1	1763	2	1	0	2785	3	2586	Bracelet1.bmp	Glass4.bmp	Glass19.bmp	Glass16.bmp	Toothbrush1.bmp	Glass4.bmp	Glass3.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	22	4	2	2	1	3	2	1	2822	1	1	1	1799	2	2625	Pear4.bmp	Sweet18.bmp	Holly17.bmp	Sweet18.bmp	Holly14.bmp	Holly3.bmp	Holly11.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	16	4	2	1	1	3	2	1	3786	1	1	1	2219	3	1600	Hanger7.bmp	Man24.bmp	Man15.bmp	Man2.bmp	Man4.bmp	Daff22.bmp	Man15.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	11	4	2	2	1	3	2	1	2873	2	2	1	3273	4	2256	Screw10.bmp	Fork14.bmp	Lipstick15.bmp	Fork9.bmp	Lipstick15.bmp	Fork8.bmp	Fork17.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	20	4	2	1	1	3	2	1	1401	1	1	1	3093	1	2607	Strawberry21.bmp	Pen20.bmp	Pen5.bmp	Pen10.bmp	Pen1.bmp	Button20.bmp	Pen10.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	1	2	4	2	2	1	3	2	1	2134	1	2	0	2656	2	4747	Leaf21.bmp	Bag5.bmp	Bag3.bmp	Bag21.bmp	Jigsaw11.bmp	Bag25.bmp	Jigsaw11.bmp	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	29	4	1	1	1	1	1	1	1456	1	1	1	3111	3	1534	BASTELN	biologie	chemie	biologie	basteln	physik	erdkunde	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	11	4	1	2	1	1	1	1	1589	1	2	0	2170	3	2167	LEBER	rosmarin	thymian	leber	koriander	leber	majoran	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	12	4	1	1	2	1	1	1	1414	1	1	1	2560	3	1642	EICHE	eiche	mercedes	birke	mercedes	buche	tanne	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	30	4	1	2	2	1	1	1	1352	1	2	0	2914	3	790	HAGEL	zombie	hagel	nebel	sonnenschein	hagel	schnee	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	13	4	1	1	1	1	2	0	1388	1	1	1	2666	3	1467	TROMPETE	brahms	trompete	beethoven	mozart	brahms	chopin	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	27	4	1	2	1	1	1	1	1935	1	1	1	1582	4	1392	KAPELLE	kapelle	stecknadel	sicherheitsnadel	stricknadel	häkelnadel	kapelle	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	31	4	1	1	2	1	1	1	1622	1	1	1	2905	4	1493	PANTHER	kamera	gepard	leopard	puma	panther	kamera	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	20	4	1	2	2	1	1	1	1981	1	1	1	2106	4	1047	DOGGE	dogge	dackel	terrier	dogge	lilie	mops	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	4	4	1	1	1	1	1	1	1318	2	2	1	2682	4	1480	HUMMEL	hummel	arzt	pfarrer	polizist	pfarrer	richter	21	1	1	1	1	LEHRAMT
FAUST_1[2014-06]	48	2	19	4	1	2	1	1	1	1	1770	2	2	1	1917	4	2667	LOCHER	afrika	nordamerika	australien	locher	asien	locher	21	1	1	1	1	LEHRAMT
