material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Car7.bmp;10;4;7;4;10;10;26;26;18;26;repeated_related;target
migo;Flower18.bmp;16;1;10;4;7;0;0;0;7;7;related;target
migo;Tomato2.bmp;47;1;5;4;38;0;0;0;38;38;center;target
migo;Screw10.bmp;39;0;2;2;0;0;0;0;0;0;control;lure
migo;Hanger12.bmp;22;0;4;2;0;0;0;0;0;0;center;lure
migo;Ginger3.bmp;19;0;10;4;0;0;0;0;0;0;repeated_related;lure
migo;Sweet18.bmp;45;0;3;2;0;0;0;0;0;0;center;lure
migo;Plug6.bmp;36;0;3;3;0;0;0;0;0;0;related;lure
migo;Biscuit17.bmp;3;1;1;1;14;0;0;0;14;14;control;target
migo;Strawberry21.bmp;43;3;5;3;6;27;27;0;20;27;center;target
migo;Glass3.bmp;20;4;7;4;22;22;40;40;31;40;repeated_related;target
migo;Cake16.bmp;8;1;1;1;26;0;0;0;26;26;control;target
migo;Fudge15.bmp;18;0;3;1;0;0;0;0;0;0;control;lure
migo;Button18.bmp;7;3;0;0;8;8;31;0;15,666667;31;repeated;target
migo;Holly20.bmp;23;0;3;3;0;0;0;0;0;0;related;lure
migo;Jigsaw10.bmp;24;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Present14.bmp;37;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Hand10.bmp;21;1;9;4;3;0;0;0;3;3;related;target
migo;Coins14.bmp;13;3;0;0;12;32;32;0;25,333333;32;repeated;target
migo;Apple18.bmp;1;0;11;4;0;0;0;0;0;0;repeated_related;lure
