material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Car14.bmp;10;3;8;4;13;26;26;0;21,666667;26;repeated_related;target
migo;Coins12.bmp;13;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Biscuit4.bmp;3;1;9;4;33;0;0;0;33;33;related;target
migo;Bag5.bmp;2;1;6;3;39;0;0;0;39;39;center;target
migo;Leaf22.bmp;27;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Stapler10.bmp;41;0;5;1;0;0;0;0;0;0;repeated;lure
migo;Daff22.bmp;14;0;4;2;0;0;0;0;0;0;center;lure
migo;Shell18.bmp;40;3;8;4;9;9;32;0;16,666667;32;repeated_related;target
migo;Toothbrush10.bmp;48;0;2;1;0;0;0;0;0;0;control;lure
migo;Ginger10.bmp;19;0;2;2;0;0;0;0;0;0;control;lure
migo;Bun22.bmp;6;1;9;4;1;0;0;0;1;1;related;target
migo;Screw10.bmp;39;0;2;2;0;0;0;0;0;0;related;lure
migo;Brocolli10.bmp;5;1;1;1;41;0;0;0;41;41;control;target
migo;Hand13.bmp;21;0;4;3;0;0;0;0;0;0;center;lure
migo;Mushroom25.bmp;30;2;1;1;1;1;0;0;1;1;repeated;target
migo;Varnish11.bmp;50;0;2;2;0;0;0;0;0;0;related;lure
migo;Onion14.bmp;32;1;1;1;27;0;0;0;27;27;control;target
migo;Fork17.bmp;17;2;5;4;30;30;0;0;30;30;center;target
migo;Fudge15.bmp;18;0;5;1;0;0;0;0;0;0;repeated;lure
migo;Nut19.bmp;31;4;3;3;18;18;25;25;21,5;25;repeated;target
