material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;trompete;14;2;6;3;60;60;0;0;60;60;center;target
words;thymian;25;0;3;2;0;0;0;0;0;0;center;lure
words;zombie;50;1;9;4;6;0;0;0;6;6;related;target
words;mobiltelefon;33;2;5;3;18;18;0;0;18;18;center;target
words;lippenstift;37;1;1;1;34;0;0;0;34;34;control;target
words;kanne;31;0;4;3;0;0;0;0;0;0;related;lure
words;adverb;66;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;hamburger;43;3;8;4;13;13;56;0;27,333333;56;repeated_related;target
words;hand;1;0;10;4;0;0;0;0;0;0;repeated_related;lure
words;stuhl;6;0;4;2;0;0;0;0;0;0;repeated;lure
words;hören;65;3;3;3;1;1;46;0;16;46;repeated;target
words;wassermann;39;3;3;3;3;3;59;0;21,666667;59;repeated;target
words;donau;17;1;9;4;27;0;0;0;27;27;related;target
words;dollar;47;0;4;1;0;0;0;0;0;0;control;lure
words;oper;58;3;8;4;9;34;34;0;25,666667;34;repeated_related;target
words;nähnadel;70;0;2;1;0;0;0;0;0;0;control;lure
words;forelle;12;0;3;1;0;0;0;0;0;0;control;lure
words;afrika;38;0;4;2;0;0;0;0;0;0;repeated;lure
words;hemd;5;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;whiskey;69;1;1;1;28;0;0;0;28;28;control;target
words;audi;30;0;4;2;0;0;0;0;0;0;repeated;lure
words;banane;3;0;4;3;0;0;0;0;0;0;related;lure
words;dogge;46;3;8;4;23;63;63;0;49,666667;63;repeated_related;target
words;blockhaus;23;1;10;4;57;0;0;0;57;57;related;target
words;helium;48;2;5;4;38;38;0;0;38;38;center;target
words;tulpe;7;0;4;3;0;0;0;0;0;0;related;lure
words;sekunde;71;3;3;3;16;16;49;0;27;49;repeated;target
words;skifahren;8;0;3;2;0;0;0;0;0;0;center;lure
words;flanell;24;0;3;2;0;0;0;0;0;0;center;lure
words;trauer;44;1;1;1;10;0;0;0;10;10;control;target
