experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	111	words	bein	  1	  0	  2	  4	  4	 26	 56	  0	  0	41,000000	56
FAUST_1[2014-06]	111	words	arm	  1	  0	  1	  5	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	111	words	kopf	  1	  1	  1	  5	  4	 56	  0	  0	  0	56,000000	56
FAUST_1[2014-06]	111	words	hand	  1	  0	  1	  5	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	111	words	fuß	  1	  0	  1	  5	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	111	words	spinat	  2	  1	  3	  2	  2	  2	  2	  2	  0	2,000000	2
FAUST_1[2014-06]	111	words	bohnen	  2	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	tomaten	  2	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	blumenkohl	  2	  1	  1	  4	  2	 36	  0	  0	  0	36,000000	36
FAUST_1[2014-06]	111	words	karotten	  2	  0	  1	  4	  2	 36	  0	  0	  0	36,000000	36
FAUST_1[2014-06]	111	words	banane	  3	  0	  0	  8	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	apfel	  3	  0	  1	  7	  3	  5	  0	  0	  0	5,000000	5
FAUST_1[2014-06]	111	words	birne	  3	  0	  1	  7	  3	  5	  0	  0	  0	5,000000	5
FAUST_1[2014-06]	111	words	pflaume	  3	  1	  5	  3	  3	  5	  5	 38	 38	24,800000	38
FAUST_1[2014-06]	111	words	erdbeere	  3	  0	  1	  7	  3	  5	  0	  0	  0	5,000000	5
FAUST_1[2014-06]	111	words	hammer	  4	  1	  1	  5	  2	 44	  0	  0	  0	44,000000	44
FAUST_1[2014-06]	111	words	säge	  4	  0	  0	  6	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	meißel	  4	  1	  3	  3	  2	 14	 14	 14	  0	14,000000	14
FAUST_1[2014-06]	111	words	bohrer	  4	  0	  2	  4	  2	 44	 44	  0	  0	44,000000	44
FAUST_1[2014-06]	111	words	zange	  4	  0	  0	  6	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	hose	  5	  1	  1	  3	  2	  6	  0	  0	  0	6,000000	6
FAUST_1[2014-06]	111	words	jacke	  5	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	rock	  5	  0	  2	  2	  2	 48	 48	  0	  0	48,000000	48
FAUST_1[2014-06]	111	words	hemd	  5	  0	  1	  3	  2	  6	  0	  0	  0	6,000000	6
FAUST_1[2014-06]	111	words	bluse	  5	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	tisch	  6	  0	  1	  5	  3	 51	  0	  0	  0	51,000000	51
FAUST_1[2014-06]	111	words	stuhl	  6	  0	  2	  4	  3	  3	 51	  0	  0	27,000000	51
FAUST_1[2014-06]	111	words	schrank	  6	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	sofa	  6	  1	  2	  4	  3	 51	 51	  0	  0	51,000000	51
FAUST_1[2014-06]	111	words	regal	  6	  0	  1	  5	  3	 51	  0	  0	  0	51,000000	51
FAUST_1[2014-06]	111	words	rose	  7	  0	  1	  6	  4	 61	  0	  0	  0	61,000000	61
FAUST_1[2014-06]	111	words	tulpe	  7	  1	  3	  4	  4	 21	 21	 61	  0	34,333333	61
FAUST_1[2014-06]	111	words	nelke	  7	  0	  1	  6	  4	 61	  0	  0	  0	61,000000	61
FAUST_1[2014-06]	111	words	lilie	  7	  0	  1	  6	  4	 61	  0	  0	  0	61,000000	61
FAUST_1[2014-06]	111	words	veilchen	  7	  1	  1	  6	  4	 61	  0	  0	  0	61,000000	61
FAUST_1[2014-06]	111	words	fußball	  8	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	tennis	  8	  0	  2	  2	  2	 52	 52	  0	  0	52,000000	52
FAUST_1[2014-06]	111	words	golf	  8	  1	  1	  3	  2	  8	  0	  0	  0	8,000000	8
FAUST_1[2014-06]	111	words	schwimmen	  8	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	skifahren	  8	  1	  1	  3	  2	 52	  0	  0	  0	52,000000	52
FAUST_1[2014-06]	111	words	amsel	  9	  0	  1	  4	  3	 16	  0	  0	  0	16,000000	16
FAUST_1[2014-06]	111	words	schwalbe	  9	  0	  1	  4	  3	 16	  0	  0	  0	16,000000	16
FAUST_1[2014-06]	111	words	fink	  9	  0	  1	  4	  3	 16	  0	  0	  0	16,000000	16
FAUST_1[2014-06]	111	words	taube	  9	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	meise	  9	  1	  2	  3	  3	 16	 63	  0	  0	39,500000	63
FAUST_1[2014-06]	111	words	eiche	 10	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	birke	 10	  0	  1	  1	  1	 39	  0	  0	  0	39,000000	39
FAUST_1[2014-06]	111	words	tanne	 10	  0	  1	  1	  1	  4	  0	  0	  0	4,000000	4
FAUST_1[2014-06]	111	words	weide	 10	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	buche	 10	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	lehrer	 11	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	arzt	 11	  0	  1	  1	  1	 27	  0	  0	  0	27,000000	27
FAUST_1[2014-06]	111	words	pfarrer	 11	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	polizist	 11	  1	  1	  1	  1	 37	  0	  0	  0	37,000000	37
FAUST_1[2014-06]	111	words	richter	 11	  0	  0	  2	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	forelle	 12	  0	  0	  4	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	hering	 12	  0	  0	  4	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	lachs	 12	  0	  4	  0	  0	 30	 30	 51	 51	40,500000	51
FAUST_1[2014-06]	111	words	thunfisch	 12	  0	  0	  4	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	makrele	 12	  0	  0	  4	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	ameise	 13	  1	  1	  3	  2	 40	  0	  0	  0	40,000000	40
FAUST_1[2014-06]	111	words	mücke	 13	  0	  1	  3	  2	 40	  0	  0	  0	40,000000	40
FAUST_1[2014-06]	111	words	wespe	 13	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	biene	 13	  0	  2	  2	  2	 18	 18	  0	  0	18,000000	18
FAUST_1[2014-06]	111	words	hummel	 13	  0	  0	  4	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	111	words	posaune	 14	  0	  2	  8	  4	 28	 56	  0	  0	42,000000	56
FAUST_1[2014-06]	111	words	klarinette	 14	  0	  1	  9	  4	 28	  0	  0	  0	28,000000	28
FAUST_1[2014-06]	111	words	oboe	 14	  1	  3	  7	  4	 28	 28	 56	  0	37,333333	56
FAUST_1[2014-06]	111	words	trompete	 14	  0	  1	  9	  4	 56	  0	  0	  0	56,000000	56
FAUST_1[2014-06]	111	words	flöte	 14	  0	  3	  7	  4	 28	 56	 56	  0	46,666667	56
FAUST_1[2014-06]	111	words	gold	 15	  1	  2	  5	  4	 10	 60	  0	  0	35,000000	60
FAUST_1[2014-06]	111	words	silber	 15	  1	  1	  6	  4	 60	  0	  0	  0	60,000000	60
FAUST_1[2014-06]	111	words	eisen	 15	  0	  2	  5	  4	 60	 60	  0	  0	60,000000	60
FAUST_1[2014-06]	111	words	bronze	 15	  0	  1	  6	  4	 60	  0	  0	  0	60,000000	60
