experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	119	words	bein	  1	  0	  1	  5	  4	 38	  0	  0	  0	38,000000	38
FAUST_1[2014-06]	119	words	arm	  1	  0	  2	  4	  4	 38	 38	  0	  0	38,000000	38
FAUST_1[2014-06]	119	words	kopf	  1	  0	  1	  5	  4	 38	  0	  0	  0	38,000000	38
FAUST_1[2014-06]	119	words	hand	  1	  0	  1	  5	  4	 38	  0	  0	  0	38,000000	38
FAUST_1[2014-06]	119	words	fuß	  1	  1	  1	  5	  4	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	119	words	spinat	  2	  0	  1	  4	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	119	words	bohnen	  2	  0	  1	  4	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	119	words	tomaten	  2	  1	  1	  4	  4	 37	  0	  0	  0	37,000000	37
FAUST_1[2014-06]	119	words	blumenkohl	  2	  0	  1	  4	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	119	words	karotten	  2	  0	  1	  4	  4	 20	  0	  0	  0	20,000000	20
FAUST_1[2014-06]	119	words	banane	  3	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	119	words	apfel	  3	  0	  3	  4	  3	 20	 20	 57	  0	32,333333	57
FAUST_1[2014-06]	119	words	birne	  3	  0	  1	  6	  3	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	119	words	pflaume	  3	  0	  1	  6	  3	 57	  0	  0	  0	57,000000	57
FAUST_1[2014-06]	119	words	erdbeere	  3	  1	  2	  5	  3	 20	 57	  0	  0	38,500000	57
FAUST_1[2014-06]	119	words	hammer	  4	  1	  2	  4	  3	 16	 43	  0	  0	29,500000	43
FAUST_1[2014-06]	119	words	säge	  4	  0	  1	  5	  3	 16	  0	  0	  0	16,000000	16
FAUST_1[2014-06]	119	words	meißel	  4	  0	  1	  5	  3	 16	  0	  0	  0	16,000000	16
FAUST_1[2014-06]	119	words	bohrer	  4	  0	  2	  4	  3	 16	 16	  0	  0	16,000000	16
FAUST_1[2014-06]	119	words	zange	  4	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	119	words	hose	  5	  0	  1	  2	  1	 53	  0	  0	  0	53,000000	53
FAUST_1[2014-06]	119	words	jacke	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	119	words	rock	  5	  0	  2	  1	  1	  2	  2	  0	  0	2,000000	2
FAUST_1[2014-06]	119	words	hemd	  5	  0	  0	  3	  2	  0	  0	  0	  0	0,000000	0
