experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	131	-1	1	words	1	1	lure	2	1	3658	2	3051	rot	49	0	3	1	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	1	lure	2	1	1881	2	3770	see	67	0	4	1	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	1	target	2	0	2424	2	1864	grippe	22	1	1	1	17	0	0	0	17,000000	17	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	2	lure	2	1	2270	1	1484	foxtrott	62	0	4	3	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	1	target	1	1	4641	4	4046	pistole	36	3	3	3	26	26	55	0	35,000000	55	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	1	lure	1	0	2385	4	1194	thüringen	41	0	3	1	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	2	target	1	1	1429	4	2428	weide	10	1	10	4	49	0	0	0	49,000000	49	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	2	lure	2	1	2868	1	1144	karaffe	31	0	10	4	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	2	target	1	1	4547	3	1591	buch	27	3	7	4	6	6	59	0	23,000000	59	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	1	lure	1	0	2280	3	1342	hütte	23	0	5	2	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	2	target	2	0	2373	2	1519	bohnen	2	1	9	4	7	0	0	0	7,000000	7	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	1	target	1	1	1628	4	1372	komödie	59	1	1	1	52	0	0	0	52,000000	52	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	1	2	target	1	1	1459	3	1214	kanu	35	1	9	4	27	0	0	0	27,000000	27	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	3	3	target	1	1	1261	3	1566	donau	17	1	5	4	10	0	0	0	10,000000	10	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	2	lure	1	0	2761	2	1354	sofa	6	0	8	4	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	1	lure	2	1	4161	2	1154	chopin	51	0	5	2	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	3	3	lure	2	1	3252	3	1272	gin	69	0	3	2	0	0	0	0	0,000000	0	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	2	2	target	1	1	1475	4	1509	schweiz	18	3	7	4	13	13	46	0	24,000000	46	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	-1	1	words	3	3	target	1	1	1266	4	1602	pflaume	3	2	5	4	19	19	0	0	19,000000	19	29	2	1	1	2	LEHRAMTB
