experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	13	-1	6	brady	1	1	lure	1	0	880	1	2456	printer_14.bmp	45	0	3	1	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	2	target	2	0	2955	2	1524	powerstrip_10.bmp	44	1	10	4	47	0	0	0	47,000000	47	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	2	lure	2	1	1986	2	2494	jacket_11.bmp	35	0	9	4	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	2	lure	1	0	1687	2	1200	shoe_7.bmp	54	0	8	4	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	3	3	target	1	1	2395	2	1059	trophy_15.bmp	62	2	7	3	30	61	0	0	45,000000	61	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	3	3	lure	1	0	1241	3	860	sofa_3.bmp	59	0	4	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	2	lure	1	0	2467	3	971	babycrib_2.bmp	2	0	8	4	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	3	3	target	1	1	998	3	1472	socks_10.bmp	58	2	6	3	8	48	0	0	28,000000	48	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	1	lure	2	1	3640	3	1677	garbagecan_10.bmp	24	0	4	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	3	3	lure	1	0	1336	3	1621	rusdoll_6.bmp	50	0	3	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	3	3	lure	2	1	2608	3	2510	leatherman_5.bmp	38	0	3	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	1	lure	1	0	1395	3	995	bagel_12.bmp	4	0	4	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	2	target	1	1	1230	4	1344	birdhouse_11.bmp	6	1	11	4	21	0	0	0	21,000000	21	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	1	target	1	1	786	4	1548	guitar_14.bmp	28	4	3	3	12	12	46	46	29,000000	46	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	1	lure	2	1	1126	3	1384	tv_4.bmp	66	0	2	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	1	target	1	1	832	4	984	camera_3.bmp	9	3	3	3	32	52	52	0	45,000000	52	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	2	target	1	1	1397	3	1153	fan_10.bmp	22	3	6	3	3	3	64	0	23,000000	64	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	2	lure	2	1	963	3	1058	cat_4.bmp	12	0	4	3	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	1	lure	2	1	1701	3	2953	abacus_2.bmp	1	0	4	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	2	target	1	1	656	4	1711	mic_5.bmp	39	3	7	3	1	56	56	0	37,000000	56	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	2	lure	2	1	1872	1	1095	wig_7.bmp	71	0	4	3	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	1	lure	1	0	1338	2	2436	laptop_14.bmp	36	0	3	1	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	1	target	1	1	1270	4	1024	carriage_3.bmp	11	3	3	3	20	49	49	0	39,000000	49	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	2	target	1	1	1284	4	987	cellphone_3.bmp	13	1	10	4	27	0	0	0	27,000000	27	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	3	3	target	2	0	1336	2	1519	pasta_15.bmp	42	3	6	4	11	11	39	0	20,000000	39	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	1	target	2	0	1848	2	726	carabiner_6.bmp	10	1	1	1	21	0	0	0	21,000000	21	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	1	target	1	1	914	3	1747	bowlingpin_11.bmp	7	1	2	1	56	0	0	0	56,000000	56	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	1	target	2	0	1836	2	1611	doorknob_17.bmp	19	1	2	2	44	0	0	0	44,000000	44	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	2	2	target	1	1	1600	4	982	skateboard_14.bmp	57	3	7	4	29	29	57	0	38,000000	57	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	brady	1	2	lure	1	0	778	4	804	easteregg_14.bmp	21	0	3	3	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	words	1	2	lure	2	1	1148	2	1245	gymnasium	20	0	3	3	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	words	3	3	lure	1	0	1045	1	2120	saturn	60	0	4	2	0	0	0	0	0,000000	0	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	words	1	2	target	1	1	935	2	742	silber	15	1	8	4	55	0	0	0	55,000000	55	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	words	2	1	target	2	0	1169	1	813	österreich	18	2	1	1	36	36	0	0	36,000000	36	19	1	2	1	1	PASYCHOLOGIE
FAUST_1[2014-06]	13	-1	6	words	2	2	target	2	0	947	3	977	lineal	32	3	7	4	9	35	35	0	26,000000	35	19	1	2	1	1	PASYCHOLOGIE
