material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
words;physik;19;2;5;4;38;38;0;0;38;38;center;target
words;yacht;35;3;1;1;6;41;41;0;29,333333;41;repeated;target
words;onkel;45;2;6;4;13;55;0;0;34;55;center;target
words;thriller;59;0;3;2;0;0;0;0;0;0;center;lure
words;scheune;23;1;1;1;32;0;0;0;32;32;control;target
words;mops;46;0;6;1;0;0;0;0;0;0;repeated;lure
words;tiger;40;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;rechteck;56;0;3;3;0;0;0;0;0;0;related;lure
words;lehrer;11;3;8;4;1;1;52;0;18;52;repeated_related;target
words;tisch;6;0;9;4;0;0;0;0;0;0;repeated_related;lure
words;kanne;31;3;3;3;8;39;39;0;28,666667;39;repeated;target
words;herz;42;0;4;2;0;0;0;0;0;0;repeated;lure
words;masern;22;0;3;2;0;0;0;0;0;0;control;lure
words;dänemark;18;0;4;3;0;0;0;0;0;0;related;lure
words;bonbons;55;0;3;2;0;0;0;0;0;0;center;lure
words;gold;15;4;6;3;19;19;35;35;27;35;repeated_related;target
words;grün;49;0;8;4;0;0;0;0;0;0;repeated_related;lure
words;schwimmen;8;1;5;4;14;0;0;0;14;14;center;target
words;brieföffner;32;0;4;3;0;0;0;0;0;0;related;lure
words;kohlenstoff;48;0;3;2;0;0;0;0;0;0;center;lure
words;eiche;10;1;9;4;12;0;0;0;12;12;related;target
words;klarinette;14;1;9;4;37;0;0;0;37;37;related;target
words;bleistift;28;0;3;2;0;0;0;0;0;0;control;lure
words;spinat;2;3;1;1;20;37;37;0;31,333333;37;repeated;target
words;berlin;16;0;4;2;0;0;0;0;0;0;repeated;lure
words;scham;44;1;1;1;31;0;0;0;31;31;control;target
words;donau;17;1;9;4;18;0;0;0;18;18;related;target
words;ameise;13;1;2;1;44;0;0;0;44;44;control;target
words;oregano;25;0;3;2;0;0;0;0;0;0;control;lure
words;halma;57;3;8;3;31;51;51;0;44,333333;51;repeated_related;target
