experiment	subject	block	trial	order	material	repeated	related	probetype	response	correct	rt	math_response	math_correctresponse	math_correct	math_rt	confidence	confidence_rt	probe	item1	item2	item3	item4	item5	item6	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	131	1	32	1	1	1	1	1	1	1	1735	1	1	1	2933	1	2719	MERCEDES	zange	hammer	meißel	säge	mercedes	meißel	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	14	1	1	2	1	1	1	1	3280	2	2	1	3023	4	3102	BRAHMS	brahms	hamburger	döner	brahms	pizza	pommes	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	23	1	1	1	2	1	1	1	1784	2	2	1	1740	4	2226	MESSING	berlin	silber	berlin	messing	eisen	gold	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	8	1	1	2	2	1	2	0	4180	-1	2	0	0	3	1562	EICHE	eiche	tanne	eiche	birke	ozean	buche	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	25	1	1	1	1	1	1	1	2202	1	1	1	3219	4	1716	MEILE	meile	präposition	nomen	verb	adverb	präposition	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	10	1	1	2	1	1	2	0	3350	1	1	1	2362	4	2246	ZEICHNEN	rhein	main	zeichnen	donau	elbe	zeichnen	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	12	1	1	1	2	1	1	1	5325	2	1	0	2813	4	2300	KANNE	kanne	viereck	becher	viereck	glas	flasche	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	9	1	1	2	2	1	1	1	2460	2	2	1	2429	4	2565	KAMERA	mobiltelefon	kamera	drucker	kamera	computer	mark	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	1	1	1	1	1	1	2	0	4560	-1	2	0	0	1	9033	SACHSEN	hafer	roggen	sachsen	weizen	gerste	roggen	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	30	1	1	2	1	1	1	1	5218	1	2	0	3195	4	2975	SCHEUNE	puma	tiger	scheune	leopard	gepard	scheune	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	15	1	1	1	2	1	1	1	2247	2	1	0	2927	4	1840	POLIZIST	polizist	rum	pfarrer	arzt	rum	lehrer	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	3	1	1	2	2	1	2	0	3065	2	2	1	2973	2	8164	LEBER	lunge	wolle	leber	herz	leber	niere	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	6	1	1	1	1	2	2	1	6038	2	2	1	2417	3	1809	TEMPEL	fernsehen	buch	internet	buch	synagoge	radio	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	31	1	1	2	1	2	2	1	7913	2	1	0	3277	1	2080	RUMBA	walzer	locher	büroklammer	klebeband	lineal	walzer	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	28	1	1	1	2	2	1	0	4699	2	2	1	2930	2	1787	GRAF	herzog	wimperntusche	kaiser	wimperntusche	fürst	könig	29	2	1	1	2	LEHRAMTB
FAUST_1[2014-06]	131	1	21	1	1	2	2	2	1	0	4686	1	2	0	3102	4	1578	MARZIPAN	schwimmen	karamell	bonbons	lakritz	karamell	gummibärchen	29	2	1	1	2	LEHRAMTB
