material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;Leaf10.bmp;27;2;6;4;40;40;0;0;40;40;center;target
migo;Bracelet18.bmp;4;0;4;3;0;0;0;0;0;0;related;lure
migo;Key11.bmp;25;0;2;2;0;0;0;0;0;0;control;lure
migo;Coins12.bmp;13;3;1;1;3;39;39;0;27;39;repeated;target
migo;Plug18.bmp;36;0;4;1;0;0;0;0;0;0;repeated;lure
migo;Star1.bmp;42;1;10;4;13;0;0;0;13;13;related;target
migo;Scissors1.bmp;38;2;6;3;21;27;0;0;24;27;center;target
migo;Feather18.bmp;15;1;1;1;2;0;0;0;2;2;control;target
migo;Car12.bmp;10;0;6;3;0;0;0;0;0;0;repeated;lure
migo;Chilli11.bmp;11;0;7;4;0;0;0;0;0;0;repeated_related;lure
migo;Fork8.bmp;17;3;3;3;8;34;34;0;25,333333;34;repeated;target
migo;Bun5.bmp;6;0;3;2;0;0;0;0;0;0;center;lure
migo;Mushroom7.bmp;30;0;3;2;0;0;0;0;0;0;center;lure
migo;Man10.bmp;29;0;3;1;0;0;0;0;0;0;control;lure
migo;Keys6.bmp;26;4;6;4;15;15;26;26;20,5;26;repeated_related;target
migo;Flower3.bmp;16;1;1;1;6;0;0;0;6;6;control;target
migo;Lipstick15.bmp;28;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Brocolli9.bmp;5;4;6;4;2;2;38;38;20;38;repeated_related;target
migo;Onion14.bmp;32;0;2;2;0;0;0;0;0;0;related;lure
migo;Daff21.bmp;14;1;9;4;7;0;0;0;7;7;related;target
