experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	22	-1	5	brady	1	1	target	1	1	4799	4	2108	rusdoll_5.bmp	50	1	1	1	29	0	0	0	29,000000	29	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	2	target	1	1	817	4	927	horseshoe_12.bmp	33	3	8	3	3	3	39	0	15,000000	39	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	1	target	2	0	4001	2	989	router_6.bmp	49	1	2	1	60	0	0	0	60,000000	60	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	3	3	lure	2	1	1829	2	1506	turtle_11.bmp	65	0	3	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	2	target	2	0	1841	3	1212	shoe_7.bmp	54	1	11	4	16	0	0	0	16,000000	16	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	2	lure	1	0	1413	3	1249	highchair_4.bmp	32	0	9	4	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	1	lure	1	0	1104	4	998	lawnmower_13.bmp	37	0	4	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	1	lure	2	1	1493	4	786	pasta_10.bmp	42	0	2	1	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	1	lure	1	0	1842	3	852	bagel_10.bmp	4	0	4	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	2	lure	1	0	2269	4	946	cheesegrater_11.bmp	15	0	8	4	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	3	3	lure	1	0	1534	4	1088	windchime_6.bmp	72	0	4	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	2	lure	1	0	3497	3	1085	carriage_12.bmp	11	0	2	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	2	lure	2	1	2761	2	1102	cat_4.bmp	12	0	9	4	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	2	target	1	1	1171	4	964	wig_6.bmp	71	1	9	4	38	0	0	0	38,000000	38	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	1	target	1	1	1242	4	860	ring_7.bmp	47	1	1	1	24	0	0	0	24,000000	24	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	2	target	2	0	1993	4	869	beanbagchair_3.bmp	5	1	9	4	15	0	0	0	15,000000	15	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	1	target	1	1	1638	4	905	carabiner_7.bmp	10	3	3	3	20	43	43	0	35,000000	43	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	3	3	target	1	1	1577	2	830	scooter_4.bmp	53	2	6	4	29	29	0	0	29,000000	29	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	1	target	1	1	1304	4	757	chair_16.bmp	14	3	1	1	9	50	50	0	36,000000	50	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	1	lure	2	1	1445	4	617	tv_4.bmp	66	0	3	1	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	1	lure	1	0	2572	4	1315	camera_3.bmp	9	0	2	1	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	1	target	1	1	1007	4	1023	iceskates_5.bmp	34	3	3	3	31	31	64	0	42,000000	64	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	2	target	1	1	1021	4	1058	doorknocker_2.bmp	20	3	7	4	17	42	42	0	33,000000	42	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	3	3	target	2	0	3047	2	935	coffee_2.bmp	18	1	6	4	27	0	0	0	27,000000	27	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	2	target	1	1	1219	3	2410	vase_1.bmp	67	3	8	4	9	59	59	0	42,000000	59	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	3	3	lure	2	1	1579	3	907	socks_12.bmp	58	0	3	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	2	1	lure	2	1	1567	4	1151	cake_3.bmp	8	0	4	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	2	lure	2	1	1451	4	1060	backpack_12.bmp	3	0	3	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	3	3	target	1	1	1568	2	1351	hairdryer_7.bmp	30	1	6	4	32	0	0	0	32,000000	32	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	brady	1	2	lure	2	1	1496	4	638	laptop_15.bmp	36	0	4	3	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	2	2	lure	2	1	2895	4	814	Lipstick2.bmp	28	0	9	4	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	2	2	lure	1	0	1516	3	865	Car7.bmp	10	0	9	4	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	1	2	target	2	0	1843	3	634	Chocolate17.bmp	12	1	9	4	6	0	0	0	6,000000	6	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	2	1	target	1	1	926	4	1399	Flower18.bmp	16	3	0	0	5	27	27	0	19,000000	27	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	3	3	target	1	1	867	4	923	Button18.bmp	7	3	5	3	14	35	35	0	28,000000	35	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	3	3	lure	2	1	3785	4	845	Man15.bmp	29	0	3	2	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	2	1	target	1	1	1605	4	1057	Varnish5.bmp	50	4	3	3	19	19	40	40	29,000000	40	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	2	2	target	1	1	802	4	1013	Holly20.bmp	23	3	8	4	12	39	39	0	30,000000	39	20	1	2	1	1	GERMANISTIK
FAUST_1[2014-06]	22	-1	5	migo	1	1	lure	1	0	1676	3	1066	Shell18.bmp	40	0	2	1	0	0	0	0	0,000000	0	20	1	2	1	1	GERMANISTIK
