material;item;category;ndisplayed;nrelated;nrelated_unique;1st_trial;2nd_trial;3rd_trial;4th_trail;mean_trail;last_trial;condition;probe_type
migo;String9.bmp;44;1;1;1;32;0;0;0;32;32;control;target
migo;Pen17.bmp;35;2;5;4;2;44;0;0;23;44;center;target
migo;Chilli22.bmp;11;2;5;3;4;4;0;0;4;4;center;target
migo;Apple21.bmp;1;4;3;3;1;1;37;37;19;37;repeated;target
migo;Key9.bmp;25;1;10;4;19;0;0;0;19;19;related;target
migo;Cake18.bmp;8;0;3;2;0;0;0;0;0;0;control;lure
migo;Man24.bmp;29;4;1;1;21;21;38;38;29,5;38;repeated;target
migo;Bag5.bmp;2;3;7;4;11;11;42;0;21,333333;42;repeated_related;target
migo;Shell5.bmp;40;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Glass12.bmp;20;0;3;1;0;0;0;0;0;0;control;lure
migo;Fudge8.bmp;18;0;4;2;0;0;0;0;0;0;center;lure
migo;Strawberry18.bmp;43;0;3;3;0;0;0;0;0;0;related;lure
migo;Daff22.bmp;14;1;1;1;11;0;0;0;11;11;control;target
migo;Bun17.bmp;6;3;9;4;2;24;24;0;16,666667;24;repeated_related;target
migo;Brocolli14.bmp;5;0;4;3;0;0;0;0;0;0;related;lure
migo;Nut18.bmp;31;0;5;2;0;0;0;0;0;0;repeated;lure
migo;Star17.bmp;42;0;8;4;0;0;0;0;0;0;repeated_related;lure
migo;Lipstick3.bmp;28;0;3;2;0;0;0;0;0;0;center;lure
migo;Candle10.bmp;9;0;4;2;0;0;0;0;0;0;repeated;lure
migo;Leaf13.bmp;27;1;10;4;25;0;0;0;25;25;related;target
