experiment	subject	trial	order	material	repeated	related	probetype	response	correct	rt	confidence	confidence_rt	probe	category	ndisplayed	nrelated	nrelated_unique	trial1	trial2	trial3	trial4	mean_trial	last_trial	age	sex	handedness	color_vision	mother_tongue	occupation
FAUST_1[2014-06]	121	-1	6	brady	2	2	target	2	0	3186	3	2041	trumpet_17.bmp	63	4	6	3	28	28	36	36	32,000000	36	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	1	2	lure	1	0	1883	3	1026	doorknocker_14.bmp	20	0	4	3	0	0	0	0	0,000000	0	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	2	1	lure	1	0	1441	4	1483	babycrib_5.bmp	2	0	6	2	0	0	0	0	0,000000	0	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	1	2	lure	1	0	1069	2	1054	garbagecan_10.bmp	24	0	4	3	0	0	0	0	0,000000	0	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	2	1	lure	1	0	867	2	841	cake_14.bmp	8	0	5	2	0	0	0	0	0,000000	0	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	1	1	lure	2	1	1797	4	1164	beanbagchair_14.bmp	5	0	2	2	0	0	0	0	0,000000	0	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	2	2	target	1	1	1172	2	856	birdhouse_6.bmp	6	4	7	4	7	7	50	50	28,000000	50	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	3	3	target	1	1	1521	3	945	tv_5.bmp	66	3	6	4	25	25	64	0	38,000000	64	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	2	2	lure	1	0	618	4	890	easteregg_9.bmp	21	0	8	4	0	0	0	0	0,000000	0	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	3	3	target	1	1	725	3	737	socks_12.bmp	58	2	5	3	6	36	0	0	21,000000	36	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	2	1	target	1	1	768	4	1111	guitar_7.bmp	28	2	1	1	49	49	0	0	49,000000	49	28	2	1	1	1	LEHRAMTSSTUDENT
FAUST_1[2014-06]	121	-1	6	brady	3	3	target	1	1	614	2	904	saddle_5.bmp	51	3	6	4	31	41	41	0	37,000000	41	28	2	1	1	1	LEHRAMTSSTUDENT
