experiment	subject	material	item	category	stm_probe	ndisplayed	nrelated	nrelated_unique	1st_trial	2nd_trial	3rd_trial	4th_trail	mean_trail	last_trial
FAUST_1[2014-06]	 36	words	bein	  1	  1	  2	  5	  4	 26	 52	  0	  0	39,000000	52
FAUST_1[2014-06]	 36	words	arm	  1	  0	  2	  5	  4	 26	 52	  0	  0	39,000000	52
FAUST_1[2014-06]	 36	words	kopf	  1	  0	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 36	words	hand	  1	  0	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 36	words	fuß	  1	  1	  1	  6	  4	 26	  0	  0	  0	26,000000	26
FAUST_1[2014-06]	 36	words	spinat	  2	  0	  1	  5	  4	 49	  0	  0	  0	49,000000	49
FAUST_1[2014-06]	 36	words	bohnen	  2	  0	  1	  5	  4	 49	  0	  0	  0	49,000000	49
FAUST_1[2014-06]	 36	words	tomaten	  2	  0	  1	  5	  4	 49	  0	  0	  0	49,000000	49
FAUST_1[2014-06]	 36	words	blumenkohl	  2	  0	  1	  5	  4	 49	  0	  0	  0	49,000000	49
FAUST_1[2014-06]	 36	words	karotten	  2	  0	  2	  4	  4	  7	  7	  0	  0	7,000000	7
FAUST_1[2014-06]	 36	words	banane	  3	  0	  0	  2	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	apfel	  3	  0	  0	  2	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	birne	  3	  0	  0	  2	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	pflaume	  3	  1	  2	  0	  0	 30	 57	  0	  0	43,500000	57
FAUST_1[2014-06]	 36	words	erdbeere	  3	  0	  0	  2	  1	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	hammer	  4	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	säge	  4	  0	  2	  3	  2	 49	 49	  0	  0	49,000000	49
FAUST_1[2014-06]	 36	words	meißel	  4	  1	  1	  4	  2	 49	  0	  0	  0	49,000000	49
FAUST_1[2014-06]	 36	words	bohrer	  4	  0	  2	  3	  2	 19	 19	  0	  0	19,000000	19
FAUST_1[2014-06]	 36	words	zange	  4	  0	  0	  5	  3	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	hose	  5	  0	  1	  6	  4	 43	  0	  0	  0	43,000000	43
FAUST_1[2014-06]	 36	words	jacke	  5	  0	  2	  5	  4	 43	 43	  0	  0	43,000000	43
FAUST_1[2014-06]	 36	words	rock	  5	  0	  1	  6	  4	 43	  0	  0	  0	43,000000	43
FAUST_1[2014-06]	 36	words	hemd	  5	  0	  1	  6	  4	 43	  0	  0	  0	43,000000	43
FAUST_1[2014-06]	 36	words	bluse	  5	  0	  2	  5	  4	  1	  1	  0	  0	1,000000	1
FAUST_1[2014-06]	 36	words	tisch	  6	  0	  2	  5	  3	 52	 52	  0	  0	52,000000	52
FAUST_1[2014-06]	 36	words	stuhl	  6	  1	  3	  4	  3	 12	 12	 52	  0	25,333333	52
FAUST_1[2014-06]	 36	words	schrank	  6	  0	  1	  6	  3	 52	  0	  0	  0	52,000000	52
FAUST_1[2014-06]	 36	words	sofa	  6	  0	  1	  6	  3	 52	  0	  0	  0	52,000000	52
FAUST_1[2014-06]	 36	words	regal	  6	  0	  0	  7	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	rose	  7	  0	  1	  5	  3	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	 36	words	tulpe	  7	  0	  2	  4	  3	  7	 44	  0	  0	25,500000	44
FAUST_1[2014-06]	 36	words	nelke	  7	  0	  1	  5	  3	  7	  0	  0	  0	7,000000	7
FAUST_1[2014-06]	 36	words	lilie	  7	  1	  2	  4	  3	  7	  7	  0	  0	7,000000	7
FAUST_1[2014-06]	 36	words	veilchen	  7	  0	  0	  6	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	fußball	  8	  0	  0	  5	  4	  0	  0	  0	  0	0,000000	0
FAUST_1[2014-06]	 36	words	tennis	  8	  1	  2	  3	  3	  3	 64	  0	  0	33,500000	64
FAUST_1[2014-06]	 36	words	golf	  8	  0	  1	  4	  3	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 36	words	schwimmen	  8	  0	  1	  4	  3	  3	  0	  0	  0	3,000000	3
FAUST_1[2014-06]	 36	words	skifahren	  8	  0	  1	  4	  3	  3	  0	  0	  0	3,000000	3
